"","Shape","Rate","EB","n","type","N","serverUtilization","sd","max","se","ci"
"20","0.484071",0.497797,"1",44,"Simulation",10,0.0395683259090909,0.00117808635542385,0.0405696295454545,0.000372543616350604,0.000842752210182264
"21","0.484071",0.497797,"1",46,"Simulation",10,0.0373863804347826,0.00218153469826238,0.041752152173913,0.00068986184411973,0.00156057591201663
"22","0.484071",0.497797,"1",48,"Simulation",10,0.03531512,0.00175330740191055,0.0368787854166667,0.00055444448284696,0.0012542405582462
"23","0.484071",0.497797,"1",50,"Simulation",10,0.0339255008,0.00132719801363263,0.036626804,0.000419696862913031,0.00094942026464265
"24","0.484071",0.497797,"2",6,"Simulation",10,0.56194745,0.0204731345080994,0.589271,0.00647417358885849,0.0146455981572352
"25","0.484071",0.497797,"2",8,"Simulation",10,0.432487575,0.0166636860492276,0.458199375,0.00526952021295319,0.011920482894242
"26","0.484071",0.497797,"2",10,"Simulation",10,0.34072122,0.0153484569456636,0.3668618,0.00485360825173282,0.0109796246720739
"27","0.484071",0.497797,"2",12,"Simulation",10,0.288214941666667,0.00919049897917347,0.302276666666667,0.00290629096076405,0.00657448691406808
"28","0.484071",0.497797,"2",14,"Simulation",10,0.249570642857143,0.0128102832091238,0.268751214285714,0.00405096724126423,0.00916392456108676
"29","0.484071",0.497797,"2",16,"Simulation",10,0.21066448125,0.0120458573451511,0.2332845,0.00380923455801465,0.00861708724019131
"30","0.484071",0.497797,"2",18,"Simulation",10,0.1974667,0.00976685986392996,0.209235,0.00308855227577009,0.00698679065331
"31","0.484071",0.497797,"2",20,"Simulation",10,0.17092323,0.0042015001107541,0.17861805,0.00132863099394327,0.00300557211966446
"32","0.484071",0.497797,"2",22,"Simulation",10,0.158339245454545,0.00818012501215651,0.171556454545455,0.00258678265833271,0.00585170891914953
"33","0.484071",0.497797,"2",24,"Simulation",10,0.14384265,0.00575054494600321,0.152856916666667,0.00181848198165401,0.0041136920402181
"34","0.484071",0.497797,"2",26,"Simulation",10,0.131931923076923,0.00585788723429957,0.140957192307692,0.00185242659368111,0.0041904800874536
"35","0.484071",0.497797,"2",28,"Simulation",10,0.123441860714286,0.00538106162132187,0.134907357142857,0.00170164109530956,0.0038493795922663
"36","0.484071",0.497797,"2",30,"Simulation",10,0.113466543333333,0.00430012380775108,0.1212982,0.00135981854532094,0.0030761232624036
"37","0.484071",0.497797,"2",32,"Simulation",10,0.10584582,0.00663414778640239,0.11564659375,0.00209790173391958,0.00474578343423295
"38","0.484071",0.497797,"2",34,"Simulation",10,0.100055192352941,0.00569156731531078,0.111437088235294,0.00179983161725518,0.00407150198480448
"39","0.484071",0.497797,"2",36,"Simulation",10,0.0938904263888889,0.00550799681558529,0.102351608333333,0.00174178152822039,0.00394018356009336
"40","0.484071",0.497797,"2",38,"Simulation",10,0.0895760744736842,0.00527783282710873,0.0972760157894737,0.00166899728432692,0.0037755341614309
"41","0.484071",0.497797,"2",40,"Simulation",10,0.08631919975,0.00331512583891464,0.0908745025,0.00104833483810467,0.00237149816302938
