"","Shape","Rate","EB","n","type","N","Crowdsourcing_completion_times.queue_queueingTime.mean","sd","se","ci"
"23","0.484071",0.497797,"1",50,"Simulation",10,1.58438066666667,0.115252486189943,0.0364460362357321,0.0824466619262643
"24","0.484071",0.497797,"2",6,"Simulation",10,105.830648333333,11.5738871604356,3.65998448087553,8.27946010914284
"25","0.484071",0.497797,"2",8,"Simulation",10,59.7476066666667,3.17355019257069,1.00356468773893,2.27022104669997
"26","0.484071",0.497797,"2",10,"Simulation",10,40.62643,3.79156808810234,1.19899910620134,2.712324416282
"27","0.484071",0.497797,"2",12,"Simulation",10,30.2907133333333,1.95690927696183,0.618829048951264,1.3998885656327
"28","0.484071",0.497797,"2",14,"Simulation",10,24.029585,2.22198396962317,0.702653026839161,1.58951157762605
"29","0.484071",0.497797,"2",16,"Simulation",10,19.2801066666667,1.92856067289175,0.609864433216489,1.37960919593655
"30","0.484071",0.497797,"2",18,"Simulation",10,16.8633516666667,1.37202281264666,0.43387170896739,0.98148599417608
"31","0.484071",0.497797,"2",20,"Simulation",10,13.9675533333333,0.741613381931083,0.234518743016258,0.53051825432466
"32","0.484071",0.497797,"2",22,"Simulation",10,12.310745,0.86312285490387,0.272943412204326,0.617440894956599
"33","0.484071",0.497797,"2",24,"Simulation",10,10.770105,0.879279467822347,0.278052581813935,0.628998639584927
"34","0.484071",0.497797,"2",26,"Simulation",10,9.44910166666667,0.548866190345444,0.173566729215112,0.392635219717423
"35","0.484071",0.497797,"2",28,"Simulation",10,8.577675,0.356105404378785,0.112610416493226,0.25474246027584
"36","0.484071",0.497797,"2",30,"Simulation",10,7.94687166666667,0.53097816310508,0.167910038322444,0.379838895896837
"37","0.484071",0.497797,"2",32,"Simulation",10,7.28903666666667,0.634733000725405,0.200720198836559,0.454060635516401
"38","0.484071",0.497797,"2",34,"Simulation",10,6.51688,0.46341318595135,0.146544116536141,0.331505822888166
"39","0.484071",0.497797,"2",36,"Simulation",10,5.926785,0.382946448037862,0.121098299767096,0.273943386220821
"40","0.484071",0.497797,"2",38,"Simulation",10,5.50103,0.4847137244591,0.153279938243402,0.346743310210579
"41","0.484071",0.497797,"2",40,"Simulation",10,4.96102666666667,0.441066780602005,0.139477562694011,0.315520167497892
"42","0.484071",0.497797,"2",42,"Simulation",10,4.82615333333333,0.350344759989145,0.110788740787073,0.25062154352887
"43","0.484071",0.497797,"2",44,"Simulation",10,4.44995833333333,0.156010336641163,0.0493348002315697,0.111603071719064
"44","0.484071",0.497797,"2",46,"Simulation",10,4.28447166666667,0.240358367865748,0.0760079897136389,0.1719420183606
"45","0.484071",0.497797,"2",48,"Simulation",10,3.81771333333333,0.334403342140248,0.105747621833575,0.239217740179698
"46","0.484071",0.497797,"2",50,"Simulation",10,3.77574166666667,0.29116829063657,0.0920754980829441,0.208289247506544
"47","0.484071",0.497797,"3",6,"Simulation",10,491.828558333333,106.332795999102,33.6253825331202,76.0658999491274
"48","0.484071",0.497797,"3",8,"Simulation",10,164.58775,31.4976878147252,9.96044345234633,22.5320885003717
"49","0.484071",0.497797,"3",10,"Simulation",10,87.7770083333333,11.7278736376135,3.70867928055029,8.38961539901813
"50","0.484071",0.497797,"3",12,"Simulation",10,60.9311883333333,4.08042001193119,1.2903421047834,2.91895663479588
"51","0.484071",0.497797,"3",14,"Simulation",10,46.560605,3.78904867855506,1.19820239894852,2.71052213926339
"52","0.484071",0.497797,"3",16,"Simulation",10,36.6355483333333,3.2212070241982,1.01863510113994,2.3043126903214
"53","0.484071",0.497797,"3",18,"Simulation",10,28.1245633333333,1.30937866816835,0.41406189110498,0.936673072804901
"54","0.484071",0.497797,"3",20,"Simulation",10,23.53016,1.82158491243813,0.576035727470286,1.30308334692458
"55","0.484071",0.497797,"3",22,"Simulation",10,22.1211183333333,1.72997038172124,0.547064669087003,1.23754625968899
"56","0.484071",0.497797,"3",24,"Simulation",10,18.0295166666667,1.52250009444748,0.481456803627552,1.089130956904
"57","0.484071",0.497797,"3",26,"Simulation",10,16.1062183333333,0.872841168411924,0.276016612774429,0.624392957638974
"58","0.484071",0.497797,"3",28,"Simulation",10,14.4497883333333,1.03547658667219,0.327446447766088,0.740735327246885
"59","0.484071",0.497797,"3",30,"Simulation",10,14.16435,1.24159185496724,0.392625818600992,0.888181307847742
"60","0.484071",0.497797,"3",32,"Simulation",10,12.5217733333333,0.908639730762962,0.287337112173313,0.65000170644061
"61","0.484071",0.497797,"3",34,"Simulation",10,10.6594466666667,0.72981197670748,0.230786811006539,0.522076037597797
"62","0.484071",0.497797,"3",36,"Simulation",10,9.85786666666667,0.512035556792449,0.161919860245664,0.366288171654013
"63","0.484071",0.497797,"3",38,"Simulation",10,9.04099833333333,0.651105108071019,0.20589751376745,0.465772535571379
"64","0.484071",0.497797,"3",40,"Simulation",10,8.32748,0.624800306903072,0.197579205258593,0.446955214395703
"65","0.484071",0.497797,"3",42,"Simulation",10,8.05887,0.688781633397823,0.217811877202822,0.492724698156888
"66","0.484071",0.497797,"3",44,"Simulation",10,7.38108166666667,0.499467792029367,0.157945584070809,0.357297734338128
"67","0.484071",0.497797,"3",46,"Simulation",10,6.78378166666667,0.454775497758082,0.143812639695234,0.32532679298749
"68","0.484071",0.497797,"3",48,"Simulation",10,6.39864,0.657270716028143,0.207847250197867,0.470183145803016
"69","0.484071",0.497797,"3",50,"Simulation",10,6.03371833333333,0.526326023361266,0.166438902564059,0.376510955603559
"71","0.484071",0.497797,"4",8,"Simulation",10,552.049156666667,230.246478810829,72.8103296275917,164.708408692755
"72","0.484071",0.497797,"4",10,"Simulation",10,171.541631666667,38.8541442961147,12.2867592512562,27.7945804478063
"73","0.484071",0.497797,"4",12,"Simulation",10,117.040606666667,11.9149296021456,3.76783157033441,8.52342717504919
"74","0.484071",0.497797,"4",14,"Simulation",10,80.0504716666667,11.8217600331909,3.73836876568308,8.45677768047107
"75","0.484071",0.497797,"4",16,"Simulation",10,61.5599733333333,3.77523877867347,1.19383532516005,2.70064313201233
"76","0.484071",0.497797,"4",18,"Simulation",10,46.4619233333333,5.8537740066506,1.85112587689056,4.18753766164908
"77","0.484071",0.497797,"4",20,"Simulation",10,38.49023,2.55868180204641,0.809126230209073,1.83037069727536
"78","0.484071",0.497797,"4",22,"Simulation",10,32.8378416666667,2.99334850496495,0.946579910634909,2.14131252500364
"79","0.484071",0.497797,"4",24,"Simulation",10,27.8199966666667,1.86908570957587,0.591056798433174,1.33706337019618
"80","0.484071",0.497797,"4",26,"Simulation",10,24.789285,3.09416502541028,0.978460893672927,2.21343231914014
"81","0.484071",0.497797,"4",28,"Simulation",10,21.16963,0.848912018038602,0.268449551009193,0.607275074665407
"82","0.484071",0.497797,"4",30,"Simulation",10,18.9152316666667,1.7829130529587,0.563806611739388,1.27541916517924
"83","0.484071",0.497797,"4",32,"Simulation",10,17.1901466666667,1.15464985026459,0.365132342680849,0.825986744364771
"84","0.484071",0.497797,"4",34,"Simulation",10,16.1168066666667,0.974693921510558,0.308225281349475,0.697254027960207
"85","0.484071",0.497797,"4",36,"Simulation",10,14.6960533333333,1.30289715240334,0.412012255854209,0.932036475741245
"86","0.484071",0.497797,"4",38,"Simulation",10,13.617505,1.01519551592717,0.321033010071962,0.726227123228956
