"","mechanism","parameter","connected.count","relative.disconnected.time","waiting.time"
"271","Intervall",2,12,0.0020729598507726,111.75040320299
"272","Intervall",2,30,0.0060271274492697,65.327141189451
"273","Intervall",2,20,0.0041429805465455,130.79007507934
"274","Intervall",2,12,0.0025505480612398,115.2132223044
"275","Intervall",2,27,0.0074413729319798,75.873719676704
"276","Intervall",2,2,0.00057927793579336,284.4682887568
"277","Intervall",2,5,0.002299245824861,144.70295132948
"278","Intervall",2,5,0.0013908792868729,273.80969681907
"279","Intervall",2,11,0.0030635380357512,72.026239480802
"280","Intervall",2,10,0.0026704795913747,81.076039703641
"281","Intervall",2,18,0.003765694452274,86.1716068773
"282","Intervall",2,7,0.0014440237263055,238.64844077577
"283","Intervall",2,36,0.0080654815039549,94.916257973713
"284","Intervall",2,10,0.0030723301991864,124.15753307672
"285","Intervall",2,21,0.0102511174482,69.808564834112
"286","Intervall",2,6,0.0007798875683059,146.9841231866
"287","Intervall",2,10,0.002856442722519,116.40140920774
"288","Intervall",2,7,0.0022994665992131,121.70464787328
"289","Intervall",2,13,0.0025719880434355,81.45215513277
"290","Intervall",2,12,0.0028356299857861,101.48639016772
"291","Intervall",2,22,0.0057173348656828,76.22573696558
"292","Intervall",2,11,0.0027583597210717,144.0807348576
"293","Intervall",2,11,0.002959228422568,126.91220660604
"294","Intervall",2,10,0.0031444254578283,116.7404930244
"295","Intervall",2,10,0.0030582751986151,103.25478982041
"296","Intervall",2,9,0.010087647514368,72.487138770146
"297","Intervall",2,9,0.011549538025307,136.96750907544
"298","Intervall",2,11,0.0031746171349955,126.04086519823
"299","Intervall",2,17,0.0089298784451501,75.657665984857
"300","Intervall",2,8,0.001826192564181,83.68875997239
"301","Size",4,19,0.0046570287846738,87.881979505071
"302","Size",4,9,0.0045205583878061,161.68417785684
"303","Size",4,11,0.0029901897002038,135.08602573856
"304","Size",4,11,0.0056002839628898,149.70761210733
"305","Size",4,13,0.0040796920080503,130.41510598326
"306","Size",4,31,0.0063108681076603,68.687364398919
"307","Size",4,10,0.0037661283288516,165.06288787701
"308","Size",4,3,0.0023025428825538,275.40528215785
"309","Size",4,17,0.0046921193840461,114.34988497425
"310","Size",4,7,0.0043834313016244,232.78913419551
"311","Size",4,29,0.006272904469021,53.688948093321
"312","Size",4,17,0.0032726113572422,110.60088587446
"313","Size",4,4,0.002055616297544,123.99942361258
"314","Size",4,20,0.0043156414463207,65.040007368596
"315","Size",4,13,0.0032916139644534,68.934259916812
"316","Size",4,14,0.0041200729167865,302.5077276193
"317","Size",4,3,0.0022785295019219,174.66226465888
"318","Size",4,7,0.0021831793947572,191.43969297506
"319","Size",4,33,0.0070143910105214,53.494339447082
"320","Size",4,20,0.0030611144947007,88.768475897169
"321","Size",4,15,0.0040039312062904,118.28757762969
"322","Size",4,9,0.0029888505074085,168.27146359754
"323","Size",4,28,0.005550873546474,101.3262236445
"324","Size",4,13,0.0079553574106535,141.73550745543
"325","Size",4,19,0.0043338864338936,102.236044971
"326","Size",4,4,0.001200721920281,142.39152131063
"327","Size",4,15,0.0048458932010979,101.87165687393
"328","Size",4,23,0.006140967463337,112.78397490224
"329","Size",4,8,0.0035419310717526,65.180821126856
"330","Size",4,13,0.0048612120480265,115.66829244628
"331","Size",4,19,0.0033027084193131,127.10509814395
"332","Size",4,12,0.0024685902986142,135.80371638587
"333","Size",4,27,0.0055878870109908,91.990398699471
"334","Size",4,25,0.0054462249894102,70.67220464431
"335","Size",4,11,0.0043329537923602,207.63662142288
"336","Size",4,3,0.0039930467636081,333.33880936289
"337","Size",4,16,0.0040337806144455,95.665635145165
"338","Size",4,15,0.0052231577465385,97.790386392861
"339","Size",4,7,0.0017045688035524,90.635428573233
"340","Size",4,23,0.011276235289869,94.439818020675
"341","Size",4,19,0.0062049193800474,80.916976587137
"342","Size",4,8,0.0027440097160331,110.05937821625
"343","Size",4,12,0.0040885469746335,76.389309474805
"344","Size",4,19,0.0056751680080705,91.147436739583
"345","Size",4,13,0.0033767182198698,110.14493922974
"346","Size",4,12,0.0020961297742027,185.02667705354
"347","Size",4,11,0.003856451237228,118.58812979894
"348","Size",4,5,0.0063572452976467,152.62431888931
"349","Size",4,15,0.0033016927327182,160.01905839279
"350","Size",4,9,0.0057587854969667,393.43077400841
"351","Size",4,9,0.0023164176680866,388.43425270465
"352","Size",4,7,0.0018085855357775,150.04891572001
"353","Size",4,18,0.005247200623917,99.809532902319
"354","Size",4,8,0.0015347493436292,190.07726123137
"355","Size",4,9,0.0068009742844395,160.22391371567
"356","Size",4,6,0.0030975496860137,195.26804111852
"357","Size",4,14,0.0045451624629002,64.868382427312
"358","Size",4,13,0.0033539729314659,76.517544960372
"359","Size",4,27,0.0060896081752314,159.11992322019
"360","Size",4,13,0.0049881661373359,88.913151721165
"361","Size",4,17,0.0074285235701966,98.699942411379
"362","Size",4,13,0.0063042712401562,112.85880759343
"363","Size",4,4,0.001718662273562,395.30593466692
"364","Size",4,13,0.0097063771201493,191.45930505124
"365","Size",4,5,0.0039954930966073,116.58236576044
"366","Size",4,13,0.0048245617547467,295.45355725847
"367","Size",4,27,0.0040533045582136,73.68986546601
"368","Size",4,17,0.0041765971734504,129.5267406041
"369","Size",4,11,0.0058459867767647,118.04075866125
"370","Size",4,11,0.0046038049691575,248.18798534204
"371","Size",4,20,0.0038313733138893,156.40453918256
"372","Size",4,8,0.0020721430962424,297.92268279951
"373","Size",4,34,0.0055152582200306,63.477868816941
"374","Size",4,21,0.0065019820814158,188.60650399062
"375","Size",4,23,0.0042034584928055,77.1177572075
"376","Size",4,10,0.0041180226502891,112.52013186307
"377","Size",4,13,0.008153964748374,98.768438046641
"378","Size",4,5,0.0025527428663563,255.43799842677
"379","Size",4,9,0.0031856500178796,120.47546382149
"380","Size",4,16,0.0035016140286557,68.985519239533
"381","Size",4,9,0.0067893091065184,86.691052628908
"382","Size",4,4,0.0013023366209912,255.88395643691
"383","Size",4,15,0.0044635027989628,100.69889334108
"384","Size",4,19,0.0043982048718166,98.769370310495
"385","Size",4,7,0.0021266335742223,335.78820069753
"386","Size",4,13,0.0027890242145431,127.4868260507
"387","Size",4,15,0.0024228271997994,147.00032352636
"388","Size",4,9,0.0034851657110075,239.65968788401
"389","Size",4,7,0.0019290110467607,210.24647472945
"390","Size",4,11,0.0047123755599093,167.08674662438
"391","Size",4,27,0.0086838400501566,62.233015815075
"392","Size",4,23,0.0050202225546313,125.66111581707
"393","Size",4,17,0.0027770344998068,93.759089841764
"394","Size",4,14,0.0045999258392099,85.560015308633
