"","Type","variable","value"
"52317","Fit","Upload",9605965.73887709
"52318","Fit","Upload",7016466.11351342
"52319","Fit","Upload",17487608.3525626
"52320","Fit","Upload",11333611.8139757
"52321","Fit","Upload",10961225.9100742
"52322","Fit","Upload",11422899.6796769
"52323","Fit","Upload",11834115.1654065
"52324","Fit","Upload",8437957.04986025
"52325","Fit","Upload",5293907.48867837
"52326","Fit","Upload",7674369.10819381
"52327","Fit","Upload",7786638.20255672
"52328","Fit","Upload",8747213.80209086
"52329","Fit","Upload",12416294.6084554
"52330","Fit","Upload",7303978.32525254
"52331","Fit","Upload",10739079.2361938
"52332","Fit","Upload",14311866.2691926
"52333","Fit","Upload",7968822.14832592
"52334","Fit","Upload",1419637.08139413
"52335","Fit","Upload",17661394.3761912
"52336","Fit","Upload",10899866.3817914
"52337","Fit","Upload",12579995.0347221
"52338","Fit","Upload",11001453.5356566
"52339","Fit","Upload",16979532.4996789
"52340","Fit","Upload",6096435.21105653
"52341","Fit","Upload",12051940.033645
"52342","Fit","Upload",12194969.2830667
"52343","Fit","Upload",13034958.7890304
"52344","Fit","Upload",7459801.31285092
"52345","Fit","Upload",7544514.33163237
"52346","Fit","Upload",7981175.81964953
"52347","Fit","Upload",13626432.6884411
"52348","Fit","Upload",14556405.7854249
"52349","Fit","Upload",8539839.80807591
"52350","Fit","Upload",10510157.4361017
"52351","Fit","Upload",11012995.1983476
"52352","Fit","Upload",11795497.8868583
"52353","Fit","Upload",16148844.424982
"52354","Fit","Upload",6034529.17422866
"52355","Fit","Upload",14092438.5118397
"52356","Fit","Upload",8372304.8067288
"52357","Fit","Upload",11819201.9692643
"52358","Fit","Upload",8167443.77208324
"52359","Fit","Upload",5103954.01172337
"52360","Fit","Upload",7031669.43590007
"52361","Fit","Upload",6627514.81723788
"52362","Fit","Upload",10592832.0033487
"52363","Fit","Upload",6207733.45587591
"52364","Fit","Upload",7623819.55053958
"52365","Fit","Upload",12886416.7782964
"52366","Fit","Upload",15316739.5442396
"52367","Fit","Upload",16326807.2268187
"52368","Fit","Upload",11731497.7482405
"52369","Fit","Upload",11327259.4100553
"52370","Fit","Upload",10712741.3038458
"52371","Fit","Upload",22472799.781776
"52372","Fit","Upload",6252372.7789025
"52373","Fit","Upload",7684893.60607369
"52374","Fit","Upload",4723516.00844229
"52375","Fit","Upload",481784.355581384
"52376","Fit","Upload",10260476.4692145
"52377","Fit","Upload",5255317.68937584
"52378","Fit","Upload",7325074.91932781
"52379","Fit","Upload",8847978.17329882
"52380","Fit","Upload",9855729.19213482
"52381","Fit","Upload",5755277.41085695
"52382","Fit","Upload",9748735.34988612
"52383","Fit","Upload",31061992.8630766
"52384","Fit","Upload",1269564.13312076
"52385","Fit","Upload",9206267.8853163
"52386","Fit","Upload",4007930.24557481
"52387","Fit","Upload",7525515.71286875
"52388","Fit","Upload",10382241.8742831
"52389","Fit","Upload",17685376.153596
"52390","Fit","Upload",7752232.89112884
"52391","Fit","Upload",13523466.6411642
"52392","Fit","Upload",15143476.3842854
"52393","Fit","Upload",14394252.7428391
"52394","Fit","Upload",11772199.3303355
"52395","Fit","Upload",11913019.4721619
"52396","Fit","Upload",10096024.6064711
"52397","Fit","Upload",8016426.82100023
"52398","Fit","Upload",13414570.6391106
"52399","Fit","Upload",6264830.27665526
"52400","Fit","Upload",12150113.3863452
"52401","Fit","Upload",9909513.95351489
"52402","Fit","Upload",14392037.6503912
"52403","Fit","Upload",976818.617533766
"52404","Fit","Upload",14846765.0867275
"52405","Fit","Upload",15456312.6983452
"52406","Fit","Upload",16655988.9150241
"52407","Fit","Upload",9944789.71103673
"52408","Fit","Upload",7787756.40057048
"52409","Fit","Upload",17627054.9703903
"52410","Fit","Upload",13675139.8506586
"52411","Fit","Upload",8435053.45048052
"52412","Fit","Upload",5403561.07339067
"52413","Fit","Upload",7515875.38685646
"52414","Fit","Upload",9692362.12859958
"52415","Fit","Upload",7704915.06527327
"52416","Fit","Upload",28970789.2237443
"52417","Fit","Upload",7599372.89614848
"52418","Fit","Upload",14872888.7181673
"52419","Fit","Upload",16402858.4459796
"52420","Fit","Upload",5045679.76084091
"52421","Fit","Upload",365817.666258327
"52422","Fit","Upload",9049243.4633732
"52423","Fit","Upload",24503957.9764768
"52424","Fit","Upload",11092186.7857631
"52425","Fit","Upload",10577794.814478
"52426","Fit","Upload",8227383.236533
"52427","Fit","Upload",8721740.39598525
"52428","Fit","Upload",7742372.89868108
"52429","Fit","Upload",12560078.6563943
"52430","Fit","Upload",10609588.3309133
"52431","Fit","Upload",823136.532031716
"52432","Fit","Upload",10931021.9298215
"52433","Fit","Upload",11658912.1054534
"52434","Fit","Upload",713040.411188585
"52435","Fit","Upload",8346827.63925626
"52436","Fit","Upload",9743645.91319179
"52437","Fit","Upload",9730668.28563726
"52438","Fit","Upload",16905741.9855089
"52439","Fit","Upload",15012266.2941861
"52440","Fit","Upload",8883848.24717037
"52441","Fit","Upload",4848716.78455158
"52442","Fit","Upload",1512579.13168635
"52443","Fit","Upload",19679377.8859752
"52444","Fit","Upload",21478892.1761221
"52445","Fit","Upload",11165627.6264886
"52446","Fit","Upload",16084866.2407604
"52447","Fit","Upload",7305372.1047564
"52448","Fit","Upload",15282894.4483615
"52449","Fit","Upload",10213690.0522053
"52450","Fit","Upload",14172390.1299683
"52451","Fit","Upload",5971576.27539842
"52452","Fit","Upload",20049641.9879783
"52453","Fit","Upload",6294581.6709663
"52454","Fit","Upload",7005387.26220242
"52455","Fit","Upload",7751555.51661601
"52456","Fit","Upload",12499750.6749316
"52457","Fit","Upload",11266127.9251996
"52458","Fit","Upload",8706317.7053678
"52459","Fit","Upload",23061051.2881206
"52460","Fit","Upload",5947168.33958586
"52461","Fit","Upload",5028898.30332887
"52462","Fit","Upload",10193755.5668863
"52463","Fit","Upload",9124553.57494308
"52464","Fit","Upload",6637204.51041946
"52465","Fit","Upload",14352672.1890196
"52466","Fit","Upload",8516745.13063625
"52467","Fit","Upload",10250133.266687
"52468","Fit","Upload",10619438.6950143
"52469","Fit","Upload",9898640.548712
"52470","Fit","Upload",4224614.79703309
"52471","Fit","Upload",11836568.8336274
"52472","Fit","Upload",7612626.89115045
"52473","Fit","Upload",7036051.48012864
"52474","Fit","Upload",13270294.831605
"52475","Fit","Upload",7825016.00975639
"52476","Fit","Upload",7292820.15307994
"52477","Fit","Upload",14965923.5579619
"52478","Fit","Upload",7878223.96810688
"52479","Fit","Upload",6932774.0556667
"52480","Fit","Upload",6633269.44045302
"52481","Fit","Upload",5758671.18360017
"52482","Fit","Upload",12695596.1245257
"52483","Fit","Upload",17434375.4328558
"52484","Fit","Upload",16948994.2307525
"52485","Fit","Upload",13350699.4408297
"52486","Fit","Upload",8306124.92476776
"52487","Fit","Upload",9239867.3850923
"52488","Fit","Upload",11869335.4346962
"52489","Fit","Upload",7835472.75970005
"52490","Fit","Upload",17741174.4432845
"52491","Fit","Upload",10846743.6514404
"52492","Fit","Upload",6137456.77960586
"52493","Fit","Upload",9209726.88599138
"52494","Fit","Upload",8104910.59364388
"52495","Fit","Upload",21143148.1851498
"52496","Fit","Upload",14275475.4155479
"52497","Fit","Upload",9405684.65808043
"52498","Fit","Upload",11595062.2412777
"52499","Fit","Upload",7825053.65865548
"52500","Fit","Upload",10125652.078142
"52501","Fit","Upload",16680941.3243073
"52502","Fit","Upload",12201481.9777455
"52503","Fit","Upload",13412386.6758252
"52504","Fit","Upload",20190219.2408497
"52505","Fit","Upload",6282688.76644835
"52506","Fit","Upload",8927432.37510356
"52507","Fit","Upload",21918014.1679545
"52508","Fit","Upload",4608741.52058469
"52509","Fit","Upload",19082596.7186275
"52510","Fit","Upload",11686886.3327948
"52511","Fit","Upload",11133565.9951499
"52512","Fit","Upload",7958689.65077196
"52513","Fit","Upload",6600858.12742117
"52514","Fit","Upload",14367508.540727
"52515","Fit","Upload",17196811.4141062
"52516","Fit","Upload",8537226.61185624
"52517","Fit","Upload",10568160.8759681
"52518","Fit","Upload",5818706.77485188
"52519","Fit","Upload",14694259.7061394
"52520","Fit","Upload",8674490.61389938
"52521","Fit","Upload",5933024.90711977
"52522","Fit","Upload",6309599.75587657
"52523","Fit","Upload",1176294.17422359
"52524","Fit","Upload",21483725.235762
"52525","Fit","Upload",10926923.1261701
"52526","Fit","Upload",7516248.34040124
"52527","Fit","Upload",19979571.5052087
"52528","Fit","Upload",5829614.56333922
"52529","Fit","Upload",5714811.20204903
"52530","Fit","Upload",16096010.2556384
"52531","Fit","Upload",7696085.98949158
"52532","Fit","Upload",13319162.051614
"52533","Fit","Upload",5405360.60505816
"52534","Fit","Upload",23250266.6011464
"52535","Fit","Upload",10031790.5665143
"52536","Fit","Upload",13884606.5163815
"52537","Fit","Upload",18771179.9493994
"52538","Fit","Upload",18677419.7311423
"52539","Fit","Upload",11071224.9967315
"52540","Fit","Upload",10453331.7714776
"52541","Fit","Upload",13801866.9394172
"52542","Fit","Upload",10626832.525775
"52543","Fit","Upload",8074712.83987994
"52544","Fit","Upload",5531490.90109685
"52545","Fit","Upload",6454096.96206338
"52546","Fit","Upload",10649230.3274119
"52547","Fit","Upload",10566650.8301393
"52548","Fit","Upload",13095972.2356241
"52549","Fit","Upload",5826747.98157054
"52550","Fit","Upload",10862976.4162
"52551","Fit","Upload",10545435.0619252
"52552","Fit","Upload",7303901.2137031
"52553","Fit","Upload",10372865.385144
"52554","Fit","Upload",16118390.8316241
"52555","Fit","Upload",6263968.53218703
"52556","Fit","Upload",16760518.4956977
"52557","Fit","Upload",18545864.4165915
"52558","Fit","Upload",10558907.990468
"52559","Fit","Upload",14416195.7918245
"52560","Fit","Upload",6347064.90603514
"52561","Fit","Upload",13994210.5628095
"52562","Fit","Upload",1273844.75931725
"52563","Fit","Upload",10317494.2424181
"52564","Fit","Upload",4939856.94147709
"52565","Fit","Upload",6407052.77934439
"52566","Fit","Upload",7833819.03393512
"52567","Fit","Upload",7309003.52759992
"52568","Fit","Upload",670232.527840094
"52569","Fit","Upload",7931971.78312421
"52570","Fit","Upload",1926778.23943177
"52571","Fit","Upload",16656100.6559542
"52572","Fit","Upload",11921680.265092
"52573","Fit","Upload",11608118.3622029
"52574","Fit","Upload",14781696.6646576
"52575","Fit","Upload",8232309.3581968
"52576","Fit","Upload",8948685.82574847
"52577","Fit","Upload",9143614.15569305
"52578","Fit","Upload",14910691.5337899
"52579","Fit","Upload",7635540.07418086
"52580","Fit","Upload",8240956.91457875
"52581","Fit","Upload",14040303.3167506
"52582","Fit","Upload",23298154.2015928
"52583","Fit","Upload",8787288.03879119
"52584","Fit","Upload",9390751.24977727
"52585","Fit","Upload",7868990.66846795
"52586","Fit","Upload",6412867.44807492
"52587","Fit","Upload",10192574.2786254
"52588","Fit","Upload",8044262.68710433
"52589","Fit","Upload",15825291.1835302
"52590","Fit","Upload",571399.486976863
"52591","Fit","Upload",8846363.04707634
"52592","Fit","Upload",8422575.5160157
"52593","Fit","Upload",5542750.35688714
"52594","Fit","Upload",11804572.3923319
"52595","Fit","Upload",28670172.5219704
"52596","Fit","Upload",11767367.42944
"52597","Fit","Upload",13401650.9933555
"52598","Fit","Upload",10104763.124422
"52599","Fit","Upload",12576374.5124484
"52600","Fit","Upload",476515.721707164
"52601","Fit","Upload",9774606.31760813
"52602","Fit","Upload",11361842.3326255
"52603","Fit","Upload",11747074.9640889
"52604","Fit","Upload",25468087.4135871
"52605","Fit","Upload",12876530.1753046
"52606","Fit","Upload",425751.54533223
"52607","Fit","Upload",6248732.23058179
"52608","Fit","Upload",15939771.9555567
"52609","Fit","Upload",4696352.62546551
"52610","Fit","Upload",6870878.95449441
"52611","Fit","Upload",7644638.64836976
"52612","Fit","Upload",5947907.32590891
"52613","Fit","Upload",6510731.75001444
"52614","Fit","Upload",9602931.01192966
"52615","Fit","Upload",13343899.4228163
"52616","Fit","Upload",11354890.0318203
"52617","Fit","Upload",9904671.13932291
"52618","Fit","Upload",17635301.9262734
"52619","Fit","Upload",7127333.60424461
"52620","Fit","Upload",15728448.0975451
"52621","Fit","Upload",6056582.41420262
"52622","Fit","Upload",11152146.8151986
"52623","Fit","Upload",8590344.09484108
"52624","Fit","Upload",5878322.00330444
"52625","Fit","Upload",9582826.5217566
"52626","Fit","Upload",8700510.84852582
"52627","Fit","Upload",13229044.5434576
"52628","Fit","Upload",15225924.4589005
"52629","Fit","Upload",18783960.8919009
"52630","Fit","Upload",781360.939636525
"52631","Fit","Upload",7604558.56551123
"52632","Fit","Upload",3632819.73209968
"52633","Fit","Upload",8476105.6626232
"52634","Fit","Upload",13288210.9950987
"52635","Fit","Upload",5839073.97694959
"52636","Fit","Upload",10098783.792922
"52637","Fit","Upload",10395789.1481669
"52638","Fit","Upload",8756012.96441683
"52639","Fit","Upload",5815406.8292741
"52640","Fit","Upload",8425718.55423272
"52641","Fit","Upload",14737667.1966187
"52642","Fit","Upload",8147923.87381545
"52643","Fit","Upload",8149522.8252054
"52644","Fit","Upload",6765605.12919175
"52645","Fit","Upload",11282546.1270668
"52646","Fit","Upload",8267439.39309129
"52647","Fit","Upload",11499997.2158106
"52648","Fit","Upload",5941203.12609838
"52649","Fit","Upload",11833160.4356947
"52650","Fit","Upload",4028893.72330803
"52651","Fit","Upload",8205327.87230352
"52652","Fit","Upload",8816846.827719
"52653","Fit","Upload",890365.795967661
"52654","Fit","Upload",7129765.76450942
"52655","Fit","Upload",8565503.15275873
"52656","Fit","Upload",558706.087862738
"52657","Fit","Upload",6236344.63849878
"52658","Fit","Upload",14061807.1578959
"52659","Fit","Upload",17588627.8913742
"52660","Fit","Upload",10362416.1078834
"52661","Fit","Upload",11927737.581221
"52662","Fit","Upload",5355504.35436122
"52663","Fit","Upload",10656831.862401
"52664","Fit","Upload",7942726.14924213
"52665","Fit","Upload",14092876.9988528
"52666","Fit","Upload",8396330.97285214
"52667","Fit","Upload",11874556.4750979
"52668","Fit","Upload",11759395.1432151
"52669","Fit","Upload",8110383.45837793
"52670","Fit","Upload",7607384.26115832
"52671","Fit","Upload",13508507.9138312
"52672","Fit","Upload",746199.844944523
"52673","Fit","Upload",9436571.07278209
"52674","Fit","Upload",13130923.8032814
"52675","Fit","Upload",26493266.4315725
"52676","Fit","Upload",16212733.6800453
"52677","Fit","Upload",10462606.1876977
"52678","Fit","Upload",5491766.17777185
"52679","Fit","Upload",7584337.47133211
"52680","Fit","Upload",13578531.0386916
"52681","Fit","Upload",8992923.73187386
"52682","Fit","Upload",16886528.9319659
"52683","Fit","Upload",9826475.85649937
"52684","Fit","Upload",9447405.11351333
"52685","Fit","Upload",4024239.79991802
"52686","Fit","Upload",18933276.354934
"52687","Fit","Upload",9706550.25755957
"52688","Fit","Upload",17779372.0490366
"52689","Fit","Upload",9654055.04220488
"52690","Fit","Upload",13005028.2858573
"52691","Fit","Upload",6558158.4446683
"52692","Fit","Upload",10761061.1825589
"52693","Fit","Upload",14860209.8165089
"52694","Fit","Upload",11896440.8292876
"52695","Fit","Upload",7321091.43881318
"52696","Fit","Upload",886902.989728025
"52697","Fit","Upload",13447887.6196602
"52698","Fit","Upload",7710129.12125354
"52699","Fit","Upload",7362005.71744938
"52700","Fit","Upload",11808748.4712855
"52701","Fit","Upload",558567.719874212
"52702","Fit","Upload",12368102.6694488
"52703","Fit","Upload",21485326.1403379
"52704","Fit","Upload",6612748.38135256
"52705","Fit","Upload",12128128.434145
"52706","Fit","Upload",257130.280878747
"52707","Fit","Upload",4688035.87546995
"52708","Fit","Upload",6949316.61229218
"52709","Fit","Upload",7318098.70782847
"52710","Fit","Upload",14671421.38162
"52711","Fit","Upload",332723.433706025
"52712","Fit","Upload",9450988.64632988
"52713","Fit","Upload",11780436.1495287
"52714","Fit","Upload",6850493.7116215
"52715","Fit","Upload",1738931.14268053
"52716","Fit","Upload",9554770.28499254
"52717","Fit","Upload",7917031.11781169
"52718","Fit","Upload",808944.728542706
"52719","Fit","Upload",9821575.73712462
"52720","Fit","Upload",11663222.9883994
"52721","Fit","Upload",14109377.5848801
"52722","Fit","Upload",542265.363127431
"52723","Fit","Upload",440383.381586287
"52724","Fit","Upload",637053.219577564
"52725","Fit","Upload",3457267.52606861
"52726","Fit","Upload",9113418.02714759
"52727","Fit","Upload",3904220.77323329
"52728","Fit","Upload",7257654.51864745
"52729","Fit","Upload",8116719.48705228
"52730","Fit","Upload",7383736.71919817
"52731","Fit","Upload",10288750.7425365
"52732","Fit","Upload",8972535.64511061
"52733","Fit","Upload",6170599.9018997
"52734","Fit","Upload",10100285.2226457
"52735","Fit","Upload",10481195.2897309
"52736","Fit","Upload",472097.066912112
"52737","Fit","Upload",9083811.48612482
"52738","Fit","Upload",7295535.84610468
"52739","Fit","Upload",12955541.4040569
"52740","Fit","Upload",5368459.67257123
"52741","Fit","Upload",9479847.63746441
"52742","Fit","Upload",7326040.78958443
"52743","Fit","Upload",1050085.22994044
"52744","Fit","Upload",8321354.16030617
"52745","Fit","Upload",7241445.02499032
"52746","Fit","Upload",7892664.27525142
"52747","Fit","Upload",383495.906676875
"52748","Fit","Upload",11604245.9123328
"52749","Fit","Upload",10412075.6023459
"52750","Fit","Upload",7125618.09520317
"52751","Fit","Upload",13017367.222078
"52752","Fit","Upload",8841551.53325137
"52753","Fit","Upload",7984344.94774115
"52754","Fit","Upload",11481821.2404742
"52755","Fit","Upload",5934514.10927536
"52756","Fit","Upload",8376373.10117159
"52757","Fit","Upload",16400647.5067098
"52758","Fit","Upload",4775736.41169274
"52759","Fit","Upload",864035.070239663
"52760","Fit","Upload",7383237.62041456
"52761","Fit","Upload",10578732.1827804
"52762","Fit","Upload",8957159.34631264
"52763","Fit","Upload",6019490.18651029
"52764","Fit","Upload",5579178.89995169
"52765","Fit","Upload",10811154.7514966
"52766","Fit","Upload",10938945.1072331
"52767","Fit","Upload",7200992.48025179
"52768","Fit","Upload",21242410.7859184
"52769","Fit","Upload",9141194.99257252
"52770","Fit","Upload",25501162.9236795
"52771","Fit","Upload",9109029.08819901
"52772","Fit","Upload",9658548.46467626
"52773","Fit","Upload",1028724.91688245
"52774","Fit","Upload",14955375.2510327
"52775","Fit","Upload",14892510.993236
"52776","Fit","Upload",7132724.69716681
"52777","Fit","Upload",9914622.11736726
"52778","Fit","Upload",18940761.2284208
"52779","Fit","Upload",10984026.5532098
"52780","Fit","Upload",9285598.94167215
"52781","Fit","Upload",24493131.6794767
"52782","Fit","Upload",10151887.2005102
"52783","Fit","Upload",9285541.76074527
"52784","Fit","Upload",13270952.9510552
"52785","Fit","Upload",13305810.8137446
"52786","Fit","Upload",9667641.01149014
"52787","Fit","Upload",11956824.5073776
"52788","Fit","Upload",7671864.77161708
"52789","Fit","Upload",5796139.387872
"52790","Fit","Upload",9690484.25443198
"52791","Fit","Upload",750335.725305664
"52792","Fit","Upload",13627275.7511709
"52793","Fit","Upload",12505411.6412172
"52794","Fit","Upload",11565470.0132112
"52795","Fit","Upload",10165698.101572
"52796","Fit","Upload",13998306.5233647
"52797","Fit","Upload",15960827.4652036
"52798","Fit","Upload",10029811.4767982
"52799","Fit","Upload",6750985.56921849
"52800","Fit","Upload",16392980.1468861
"52801","Fit","Upload",9451022.11021467
"52802","Fit","Upload",4852357.45364264
"52803","Fit","Upload",10314243.427891
"52804","Fit","Upload",11278447.1741521
"52805","Fit","Upload",6500646.6820924
"52806","Fit","Upload",9428246.33073009
"52807","Fit","Upload",12669354.2883454
"52808","Fit","Upload",5463848.10272916
"52809","Fit","Upload",9509559.21495587
"52810","Fit","Upload",8136035.51571254
"52811","Fit","Upload",5203876.30610669
"52812","Fit","Upload",4963131.3232977
"52813","Fit","Upload",9541417.06583283
"52814","Fit","Upload",8440954.0505642
"52815","Fit","Upload",6611452.92056311
"52816","Fit","Upload",11998426.6649985
"52817","Fit","Upload",14810670.7047837
"52818","Fit","Upload",8423949.86154925
"52819","Fit","Upload",6325088.09244424
"52820","Fit","Upload",548138.547058067
"52821","Fit","Upload",14702711.5963023
"52822","Fit","Upload",13074318.6013354
"52823","Fit","Upload",18782621.2201396
"52824","Fit","Upload",10127918.3612141
"52825","Fit","Upload",9756613.80180911
"52826","Fit","Upload",5535369.37802595
"52827","Fit","Upload",19710701.9522094
"52828","Fit","Upload",7936273.30005598
"52829","Fit","Upload",9593812.22455921
"52830","Fit","Upload",4976857.68242292
"52831","Fit","Upload",9115160.59154908
"52832","Fit","Upload",9674481.50061135
"52833","Fit","Upload",6127174.84050728
"52834","Fit","Upload",550644.960034648
"52835","Fit","Upload",26186696.5790432
"52836","Fit","Upload",7011723.46612983
"52837","Fit","Upload",7643435.85304932
"52838","Fit","Upload",271460.891336609
"52839","Fit","Upload",7854059.09714237
"52840","Fit","Upload",7544998.318889
"52841","Fit","Upload",15517076.5278197
"52842","Fit","Upload",11171834.2373933
"52843","Fit","Upload",17977518.9239849
"52844","Fit","Upload",9641420.18348342
"52845","Fit","Upload",7855486.65151609
"52846","Fit","Upload",5053587.78558182
"52847","Fit","Upload",13120449.2058238
"52848","Fit","Upload",14922538.7735498
"52849","Fit","Upload",16178803.8773609
"52850","Fit","Upload",8444777.48393457
"52851","Fit","Upload",5621326.38711214
"52852","Fit","Upload",9964321.16224872
"52853","Fit","Upload",16302008.6716285
"52854","Fit","Upload",6980817.24468326
"52855","Fit","Upload",10935126.1005122
"52856","Fit","Upload",7417705.87404223
"52857","Fit","Upload",7261536.50158489
"52858","Fit","Upload",8966192.1093147
"52859","Fit","Upload",10515369.8961842
"52860","Fit","Upload",10980735.3871636
"52861","Fit","Upload",10394468.5545817
"52862","Fit","Upload",7226620.30166627
"52863","Fit","Upload",4536339.50981619
"52864","Fit","Upload",17816103.0114965
"52865","Fit","Upload",8873970.80344846
"52866","Fit","Upload",8997980.94635307
"52867","Fit","Upload",11061923.5300564
"52868","Fit","Upload",5894330.84867614
"52869","Fit","Upload",9511632.11845127
"52870","Fit","Upload",18541997.9104668
"52871","Fit","Upload",11524804.6366106
"52872","Fit","Upload",3307461.7475423
"52873","Fit","Upload",14163974.1942346
"52874","Fit","Upload",6129424.97090563
"52875","Fit","Upload",11651060.9358043
"52876","Fit","Upload",10000796.7152764
"52877","Fit","Upload",6129026.77265048
"52878","Fit","Upload",14457116.4782356
"52879","Fit","Upload",12833939.0890638
"52880","Fit","Upload",15412210.1678987
"52881","Fit","Upload",6912779.16030084
"52882","Fit","Upload",7129632.48369932
"52883","Fit","Upload",10581856.61556
"52884","Fit","Upload",12298542.4223017
"52885","Fit","Upload",13944018.3553941
"52886","Fit","Upload",8063352.09863988
"52887","Fit","Upload",13668121.763023
"52888","Fit","Upload",7590708.84079151
"52889","Fit","Upload",8946479.21674127
"52890","Fit","Upload",10218561.4956897
"52891","Fit","Upload",2806945.34610881
"52892","Fit","Upload",9682181.29564054
"52893","Fit","Upload",34419048.9588279
"52894","Fit","Upload",3572474.18338226
"52895","Fit","Upload",6534912.66929581
"52896","Fit","Upload",12719146.2673081
"52897","Fit","Upload",10985158.1462969
"52898","Fit","Upload",7953630.32837837
"52899","Fit","Upload",13960295.1752647
"52900","Fit","Upload",13673158.0231756
"52901","Fit","Upload",16156152.5261142
"52902","Fit","Upload",5589172.32507984
"52903","Fit","Upload",9410559.20431959
"52904","Fit","Upload",8848562.83691222
"52905","Fit","Upload",3756107.10048145
"52906","Fit","Upload",7675769.36015831
"52907","Fit","Upload",13761962.0908834
"52908","Fit","Upload",4073543.55585147
"52909","Fit","Upload",6921203.50307881
"52910","Fit","Upload",8889659.29934863
"52911","Fit","Upload",10399738.4155476
"52912","Fit","Upload",9511330.44541826
"52913","Fit","Upload",7670798.87725623
"52914","Fit","Upload",7281230.03180872
"52915","Fit","Upload",10352220.0462492
"52916","Fit","Upload",10312249.8799385
"52917","Fit","Upload",8739934.06118836
"52918","Fit","Upload",9539498.25964359
"52919","Fit","Upload",8662832.79505121
"52920","Fit","Upload",9281608.88886067
"52921","Fit","Upload",5178144.329618
"52922","Fit","Upload",10176400.2341423
"52923","Fit","Upload",6571696.56770548
"52924","Fit","Upload",12535917.8057344
"52925","Fit","Upload",18428791.0805705
"52926","Fit","Upload",9621891.23342411
"52927","Fit","Upload",12338391.9383046
"52928","Fit","Upload",9657498.88636538
"52929","Fit","Upload",9806686.20333847
"52930","Fit","Upload",10796284.4515938
"52931","Fit","Upload",7821987.61470442
"52932","Fit","Upload",10547674.2244733
"52933","Fit","Upload",5096174.39878875
"52934","Fit","Upload",7549110.31013868
"52935","Fit","Upload",10880939.4788187
"52936","Fit","Upload",11803105.1515635
"52937","Fit","Upload",11076775.1592429
"52938","Fit","Upload",13751815.9709667
"52939","Fit","Upload",5944479.80418457
"52940","Fit","Upload",7056422.52533714
"52941","Fit","Upload",18347776.6608979
"52942","Fit","Upload",19400549.9276421
"52943","Fit","Upload",15522219.0398197
"52944","Fit","Upload",9499361.73685839
"52945","Fit","Upload",14436289.8378765
"52946","Fit","Upload",13222840.7325772
"52947","Fit","Upload",7913078.27604099
"52948","Fit","Upload",10187306.1389419
"52949","Fit","Upload",22176571.4724021
"52950","Fit","Upload",11981135.5076968
"52951","Fit","Upload",5099586.88134649
"52952","Fit","Upload",4179988.68855988
"52953","Fit","Upload",7000450.2799167
"52954","Fit","Upload",10322842.9871405
"52955","Fit","Upload",8671529.77780148
"52956","Fit","Upload",6875828.75012972
"52957","Fit","Upload",521788.000271465
"52958","Fit","Upload",9896371.76997468
"52959","Fit","Upload",7972772.61052721
"52960","Fit","Upload",7205415.08605301
"52961","Fit","Upload",16220197.5558369
"52962","Fit","Upload",5727058.06566548
"52963","Fit","Upload",7422553.01218683
"52964","Fit","Upload",7773006.22215157
"52965","Fit","Upload",13061428.4150327
"52966","Fit","Upload",17324222.5529665
"52967","Fit","Upload",6944665.85587946
"52968","Fit","Upload",7207362.75382811
"52969","Fit","Upload",9247087.35100687
"52970","Fit","Upload",10030586.2565799
"52971","Fit","Upload",3533954.61923818
"52972","Fit","Upload",9545058.91011476
"52973","Fit","Upload",7398690.32240423
"52974","Fit","Upload",6181061.35259523
"52975","Fit","Upload",12531978.1360462
"52976","Fit","Upload",10199422.1309456
"52977","Fit","Upload",9893805.22592959
"52978","Fit","Upload",5709782.7779362
"52979","Fit","Upload",16846898.5337058
"52980","Fit","Upload",8922410.1338524
"52981","Fit","Upload",6898890.26314813
"52982","Fit","Upload",640364.789442913
"52983","Fit","Upload",7542657.35966204
"52984","Fit","Upload",10650505.9828655
"52985","Fit","Upload",5064612.13468715
"52986","Fit","Upload",25483363.5221374
"52987","Fit","Upload",7910877.21306825
"52988","Fit","Upload",7556995.30548491
"52989","Fit","Upload",11894152.0672884
"52990","Fit","Upload",357710.237491191
"52991","Fit","Upload",10489549.3278078
"52992","Fit","Upload",15334934.7044041
"52993","Fit","Upload",14919168.3235778
"52994","Fit","Upload",19341593.5188345
"52995","Fit","Upload",8302719.34119896
"52996","Fit","Upload",9183802.37402388
"52997","Fit","Upload",949510.412422697
"52998","Fit","Upload",13288165.730411
"52999","Fit","Upload",10974895.9888144
"53000","Fit","Upload",10634235.0072181
"53001","Fit","Upload",8304940.96182096
"53002","Fit","Upload",8061977.33205559
"53003","Fit","Upload",11793402.8544228
"53004","Fit","Upload",14074614.8706288
"53005","Fit","Upload",9641171.95485083
"53006","Fit","Upload",5336413.94185889
"53007","Fit","Upload",1441517.42208646
"53008","Fit","Upload",8585189.3795222
"53009","Fit","Upload",4733066.49541842
"53010","Fit","Upload",6731079.91584383
"53011","Fit","Upload",10284614.1189482
"53012","Fit","Upload",8405216.47088785
"53013","Fit","Upload",12052861.3775735
"53014","Fit","Upload",8333699.28644028
"53015","Fit","Upload",20914570.6691889
"53016","Fit","Upload",6489146.91798467
"53017","Fit","Upload",7159586.88264694
"53018","Fit","Upload",5426430.67038959
