"","type","variable","image.size"
"4965","Fit","size",2904172.15173438
"4966","Fit","size",2213982.70595925
"4967","Fit","size",4068124.62648542
"4968","Fit","size",3557958.30221541
"4969","Fit","size",1362258.00547213
"4970","Fit","size",2955782.64140045
"4971","Fit","size",4649740.53525017
"4972","Fit","size",2184045.92208701
"4973","Fit","size",5120032.46279192
"4974","Fit","size",7173474.24656057
"4975","Fit","size",1352022.17241635
"4976","Fit","size",3922158.79274713
"4977","Fit","size",4180311.35465664
"4978","Fit","size",5231817.30263459
"4979","Fit","size",2017913.16811204
"4980","Fit","size",1956785.56143545
"4981","Fit","size",4534062.05206322
"4982","Fit","size",3321169.77852851
"4983","Fit","size",970386.755628338
"4984","Fit","size",4993190.14818395
"4985","Fit","size",2040093.48255871
"4986","Fit","size",7179988.16928611
"4987","Fit","size",831904.214390234
"4988","Fit","size",3203683.59238472
"4989","Fit","size",2661897.56084857
"4990","Fit","size",5261259.4219242
"4991","Fit","size",1186802.31244972
"4992","Fit","size",5865635.95747278
"4993","Fit","size",6928656.33623481
"4994","Fit","size",2283188.94267132
"4995","Fit","size",4127501.98694453
"4996","Fit","size",3229288.50264872
"4997","Fit","size",2260439.63205609
"4998","Fit","size",5175217.22506503
"4999","Fit","size",5320898.34129249
"5000","Fit","size",4849700.18319823
"5001","Fit","size",1263110.34339903
"5002","Fit","size",689868.730107249
"5003","Fit","size",4304029.80327004
"5004","Fit","size",2601772.39021754
"5005","Fit","size",3086470.60954905
"5006","Fit","size",4361988.49701206
"5007","Fit","size",1760943.31917701
"5008","Fit","size",1435285.03475713
"5009","Fit","size",6085143.82948575
"5010","Fit","size",3838363.03325228
"5011","Fit","size",779332.429513193
"5012","Fit","size",1056261.40469759
"5013","Fit","size",3191345.97164491
"5014","Fit","size",3684108.23165596
"5015","Fit","size",6182929.15587252
"5016","Fit","size",4342549.39693993
"5017","Fit","size",4429613.80055212
"5018","Fit","size",4755906.76829558
"5019","Fit","size",1690817.24571608
"5020","Fit","size",2481352.07215807
"5021","Fit","size",772149.038518442
"5022","Fit","size",4958292.34405006
"5023","Fit","size",6617724.49760259
"5024","Fit","size",3793240.10641376
"5025","Fit","size",4366135.16760464
"5026","Fit","size",4436167.66935346
"5027","Fit","size",4006630.8391368
"5028","Fit","size",758336.716833782
"5029","Fit","size",3201792.01480115
"5030","Fit","size",3189164.72667472
"5031","Fit","size",1361333.16162838
"5032","Fit","size",4530765.27758716
"5033","Fit","size",3446942.65936114
"5034","Fit","size",4960656.45647977
"5035","Fit","size",4481061.67433624
"5036","Fit","size",3502677.75028429
"5037","Fit","size",3328694.08235358
"5038","Fit","size",6645622.3327377
"5039","Fit","size",3717190.90284303
"5040","Fit","size",6311385.38864279
"5041","Fit","size",5792369.26572207
"5042","Fit","size",3882739.60386423
"5043","Fit","size",998262.656057197
"5044","Fit","size",3349130.27837428
"5045","Fit","size",4776869.33925448
"5046","Fit","size",4194096.53162645
"5047","Fit","size",5954116.44410032
"5048","Fit","size",4155683.79030602
"5049","Fit","size",1688689.49398897
"5050","Fit","size",659404.551951252
"5051","Fit","size",2285497.97147915
"5052","Fit","size",3441699.11918254
"5053","Fit","size",868755.034037359
"5054","Fit","size",3696769.4517067
"5055","Fit","size",4563861.17272002
"5056","Fit","size",4215742.75183545
"5057","Fit","size",2412832.34004316
"5058","Fit","size",1507486.1010607
"5059","Fit","size",3219548.75244057
"5060","Fit","size",2218439.73420327
"5061","Fit","size",3028494.04788392
"5062","Fit","size",1872956.13151412
"5063","Fit","size",677195.506836068
"5064","Fit","size",4838659.53306799
"5065","Fit","size",2627975.57249308
"5066","Fit","size",2570793.16365912
"5067","Fit","size",1071154.25067691
"5068","Fit","size",2392937.22292412
"5069","Fit","size",3238943.74146891
"5070","Fit","size",4387566.22776151
"5071","Fit","size",1157856.05505295
"5072","Fit","size",2633515.19926316
"5073","Fit","size",4241506.94499838
"5074","Fit","size",3127337.93448745
"5075","Fit","size",6171092.31266653
"5076","Fit","size",7248065.78131609
"5077","Fit","size",664492.448362099
"5078","Fit","size",1852768.18797321
"5079","Fit","size",1952676.32920272
"5080","Fit","size",1596919.25709747
"5081","Fit","size",6964919.35482304
"5082","Fit","size",5687181.87332074
"5083","Fit","size",3268811.89974964
"5084","Fit","size",4496925.35942031
"5085","Fit","size",5510079.36809602
"5086","Fit","size",3372305.98208956
"5087","Fit","size",1198440.37046865
"5088","Fit","size",4111755.65150202
"5089","Fit","size",2115702.61187696
"5090","Fit","size",6034593.09825458
"5091","Fit","size",2730154.7591506
"5092","Fit","size",3198185.75280072
"5093","Fit","size",3349783.15742382
"5094","Fit","size",1933222.93926161
"5095","Fit","size",1611327.50686472
"5096","Fit","size",3195952.78454986
"5097","Fit","size",2253411.57865855
"5098","Fit","size",661432.913349884
"5099","Fit","size",2613285.84021538
"5100","Fit","size",5907794.42005911
"5101","Fit","size",1587870.76128044
"5102","Fit","size",2922705.12994446
"5103","Fit","size",3710763.12459499
"5104","Fit","size",1266890.00157789
"5105","Fit","size",6610286.85347778
"5106","Fit","size",824241.584124704
"5107","Fit","size",3973318.31937626
"5108","Fit","size",7148490.51221751
"5109","Fit","size",1009914.55867742
"5110","Fit","size",5244620.96967523
"5111","Fit","size",2251539.90936127
"5112","Fit","size",2679805.88727016
"5113","Fit","size",4032750.34500207
"5114","Fit","size",3416015.47072875
"5115","Fit","size",3176818.27519821
"5116","Fit","size",3230590.84520649
"5117","Fit","size",2723587.15024131
"5118","Fit","size",3006609.71273189
"5119","Fit","size",7542803.94033772
"5120","Fit","size",1986625.96179498
"5121","Fit","size",4000464.87375809
"5122","Fit","size",2760391.65555803
"5123","Fit","size",3845128.79047599
"5124","Fit","size",1298964.38784688
"5125","Fit","size",6573714.69367776
"5126","Fit","size",4352281.61965676
"5127","Fit","size",5824172.25250701
"5128","Fit","size",1683420.72254
"5129","Fit","size",5365457.50283821
"5130","Fit","size",4798804.01779848
"5131","Fit","size",2295373.86123453
"5132","Fit","size",5227521.78223201
"5133","Fit","size",1020499.42437354
"5134","Fit","size",3774734.42237141
"5135","Fit","size",2553219.55552228
"5136","Fit","size",640411.636594782
"5137","Fit","size",971041.479196994
"5138","Fit","size",3715907.87714959
"5139","Fit","size",469349.61473088
"5140","Fit","size",3846228.00636603
"5141","Fit","size",1416021.99407329
"5142","Fit","size",3607977.91182899
"5143","Fit","size",6135645.88795508
"5144","Fit","size",2118524.64875148
"5145","Fit","size",4069968.95586901
"5146","Fit","size",7014328.0707927
"5147","Fit","size",1373972.98770494
"5148","Fit","size",5678405.44018983
"5149","Fit","size",2227443.5172368
"5150","Fit","size",2401205.283636
"5151","Fit","size",2813916.86404548
"5152","Fit","size",1032697.2693174
"5153","Fit","size",3896363.75788206
"5154","Fit","size",3723589.85763842
"5155","Fit","size",4451518.46392692
"5156","Fit","size",3879615.44192619
"5157","Fit","size",4358859.15321157
"5158","Fit","size",1427933.46623874
"5159","Fit","size",999831.009706921
"5160","Fit","size",3332250.93500062
"5161","Fit","size",4549624.17565278
"5162","Fit","size",4116044.68383366
"5163","Fit","size",921165.629234855
"5164","Fit","size",2735317.04939192
"5165","Fit","size",5419233.53203577
"5166","Fit","size",4969856.01157165
"5167","Fit","size",7110898.27905726
"5168","Fit","size",3829651.12824045
"5169","Fit","size",5304539.468586
"5170","Fit","size",2925366.69608767
"5171","Fit","size",2899223.60836121
"5172","Fit","size",6200114.69395492
"5173","Fit","size",3904889.87160883
"5174","Fit","size",5902920.41178483
"5175","Fit","size",5308259.43300032
"5176","Fit","size",7753131.06968207
"5177","Fit","size",1370628.94677694
"5178","Fit","size",4516878.98973577
"5179","Fit","size",1614928.43416055
"5180","Fit","size",2446639.96219727
"5181","Fit","size",549959.225744023
"5182","Fit","size",5771597.27589047
"5183","Fit","size",4491945.91908503
"5184","Fit","size",1480995.01763675
"5185","Fit","size",4029049.44717936
"5186","Fit","size",7307824.47507145
"5187","Fit","size",3719676.56595738
"5188","Fit","size",2744652.88982113
"5189","Fit","size",1353146.96105861
"5190","Fit","size",1077108.73103856
"5191","Fit","size",4796826.69983035
"5192","Fit","size",4203404.33541642
"5193","Fit","size",4277335.18007145
"5194","Fit","size",1434521.25479445
"5195","Fit","size",1107628.28419043
"5196","Fit","size",1062042.05653501
"5197","Fit","size",4845578.95803935
"5198","Fit","size",5059652.65202171
"5199","Fit","size",3844995.49728573
"5200","Fit","size",3890790.67323014
"5201","Fit","size",10349549.0858569
"5202","Fit","size",1164086.67531661
"5203","Fit","size",1819212.48003158
"5204","Fit","size",765057.609605242
"5205","Fit","size",3304008.88898732
"5206","Fit","size",697356.786386838
"5207","Fit","size",887593.815959857
"5208","Fit","size",3543864.54866133
"5209","Fit","size",4051401.67351504
"5210","Fit","size",5229048.20629853
"5211","Fit","size",938651.59121493
"5212","Fit","size",1135745.18187145
"5213","Fit","size",3915242.90137713
"5214","Fit","size",5452520.1560956
"5215","Fit","size",4933693.21615669
"5216","Fit","size",1715065.29393823
"5217","Fit","size",7802005.27178657
"5218","Fit","size",492937.63624075
"5219","Fit","size",2300037.11883104
"5220","Fit","size",3183523.31783058
"5221","Fit","size",2785968.93423762
"5222","Fit","size",960053.854884876
"5223","Fit","size",4519143.36684786
"5224","Fit","size",5298047.53874463
"5225","Fit","size",2183971.61968238
"5226","Fit","size",4598477.37466097
"5227","Fit","size",2758034.63854233
"5228","Fit","size",2980077.57433771
"5229","Fit","size",2694783.85601621
"5230","Fit","size",829843.334279326
"5231","Fit","size",3569527.45025371
"5232","Fit","size",4877840.08674172
"5233","Fit","size",5664313.53934294
"5234","Fit","size",3233708.85909229
"5235","Fit","size",2182158.59418599
"5236","Fit","size",3897851.87646421
"5237","Fit","size",3928155.43579254
"5238","Fit","size",2433903.142039
"5239","Fit","size",3517994.75137073
"5240","Fit","size",539858.17095003
"5241","Fit","size",1449984.15968067
"5242","Fit","size",4071925.18165553
"5243","Fit","size",4405387.6375739
"5244","Fit","size",3922212.15624231
"5245","Fit","size",4267412.82583628
"5246","Fit","size",5149319.05593906
"5247","Fit","size",3230589.81147034
"5248","Fit","size",5753499.38484683
"5249","Fit","size",2587287.05932351
"5250","Fit","size",2506524.34282051
"5251","Fit","size",4462385.98727235
"5252","Fit","size",6393387.0322686
"5253","Fit","size",5641774.65035582
"5254","Fit","size",5137932.27272147
"5255","Fit","size",2245878.0547015
"5256","Fit","size",1731908.08762775
"5257","Fit","size",2797004.93469025
"5258","Fit","size",6686863.50568679
"5259","Fit","size",5342394.94725839
"5260","Fit","size",6026443.1010971
"5261","Fit","size",566720.118010904
"5262","Fit","size",1888612.32154328
"5263","Fit","size",4143114.81202625
"5264","Fit","size",3868075.42788176
"5265","Fit","size",4221590.47280934
"5266","Fit","size",4738004.3924762
"5267","Fit","size",3970766.29396707
"5268","Fit","size",4053914.4446062
"5269","Fit","size",3713721.87723605
"5270","Fit","size",5363211.63372171
"5271","Fit","size",8144255.12302706
"5272","Fit","size",2304788.17085316
"5273","Fit","size",5542641.76646768
"5274","Fit","size",1379919.45893528
"5275","Fit","size",2995240.93394469
"5276","Fit","size",3605036.64088349
"5277","Fit","size",763946.913308919
"5278","Fit","size",4514864.3295547
"5279","Fit","size",3421098.77330089
"5280","Fit","size",3629542.69914571
"5281","Fit","size",1643484.81957482
"5282","Fit","size",1404377.94040419
"5283","Fit","size",4596392.99238978
"5284","Fit","size",2292814.48711246
"5285","Fit","size",5124762.12240768
"5286","Fit","size",1859579.24245851
"5287","Fit","size",4441760.52172751
"5288","Fit","size",1789301.35725708
"5289","Fit","size",3110068.66285211
"5290","Fit","size",4574481.66365403
"5291","Fit","size",3047907.69836837
"5292","Fit","size",4579914.95770157
"5293","Fit","size",4344475.54165813
"5294","Fit","size",7034663.49443871
"5295","Fit","size",975979.23313645
"5296","Fit","size",1344372.99154394
"5297","Fit","size",3161433.6044883
"5298","Fit","size",6236993.67668549
"5299","Fit","size",556620.099835882
"5300","Fit","size",4249522.47186881
"5301","Fit","size",3102845.28942891
"5302","Fit","size",4426132.7129917
"5303","Fit","size",2642101.54055766
"5304","Fit","size",4092986.39902336
"5305","Fit","size",3806944.60595425
"5306","Fit","size",2074273.14126953
"5307","Fit","size",1050797.22012897
"5308","Fit","size",4551665.8558731
"5309","Fit","size",5988915.59723283
"5310","Fit","size",2944800.35914808
"5311","Fit","size",6021443.45396286
"5312","Fit","size",4730167.36802483
"5313","Fit","size",2837586.15152773
"5314","Fit","size",3627378.97444437
"5315","Fit","size",2193704.2077908
"5316","Fit","size",10291736.9234003
"5317","Fit","size",5340498.37223559
"5318","Fit","size",4180901.31209729
"5319","Fit","size",5916679.73622666
"5320","Fit","size",5326767.92402516
"5321","Fit","size",2462680.81885474
"5322","Fit","size",4533969.31135015
"5323","Fit","size",2205620.24839245
"5324","Fit","size",3498545.20168226
"5325","Fit","size",507545.653885356
"5326","Fit","size",1554873.7608063
"5327","Fit","size",2744872.41550189
"5328","Fit","size",5679068.64213047
"5329","Fit","size",1721294.27637178
"5330","Fit","size",796959.280347502
"5331","Fit","size",728613.848643031
"5332","Fit","size",2223855.0877043
"5333","Fit","size",1649255.74901304
"5334","Fit","size",5697913.14114365
"5335","Fit","size",3424491.07678126
"5336","Fit","size",4846029.18835238
"5337","Fit","size",6494430.84248819
"5338","Fit","size",5829718.05011914
"5339","Fit","size",2813443.60140412
"5340","Fit","size",2272893.42150412
"5341","Fit","size",8649329.92304278
"5342","Fit","size",2180935.0898898
"5343","Fit","size",6952741.48693432
"5344","Fit","size",4303546.1862491
"5345","Fit","size",708008.103128219
"5346","Fit","size",4768892.49633035
"5347","Fit","size",1123877.52403587
"5348","Fit","size",2979567.53127943
"5349","Fit","size",6822080.21059069
"5350","Fit","size",3188987.80341897
"5351","Fit","size",6565866.21968
"5352","Fit","size",1021344.04426547
"5353","Fit","size",4932837.81520553
"5354","Fit","size",2361471.77407435
"5355","Fit","size",6728341.97933004
"5356","Fit","size",3862616.69982658
"5357","Fit","size",3154026.74903809
"5358","Fit","size",3608861.38002653
"5359","Fit","size",4215961.40342221
"5360","Fit","size",5618756.67956032
"5361","Fit","size",4386823.56384775
"5362","Fit","size",5898256.02787046
"5363","Fit","size",3752963.40708959
"5364","Fit","size",9120268.60070164
"5365","Fit","size",7082943.14019215
"5366","Fit","size",6639997.05327956
"5367","Fit","size",1341806.95154364
"5368","Fit","size",4099071.54148303
"5369","Fit","size",6405324.64433047
"5370","Fit","size",4159001.67049354
"5371","Fit","size",6245361.38862863
"5372","Fit","size",3360392.56027664
"5373","Fit","size",4408018.86080089
"5374","Fit","size",2477556.19355469
"5375","Fit","size",4093564.20026865
"5376","Fit","size",502755.753337438
"5377","Fit","size",2846268.04911833
"5378","Fit","size",1784078.89336975
"5379","Fit","size",1350324.65803425
"5380","Fit","size",1215670.50856828
"5381","Fit","size",5319065.88213091
"5382","Fit","size",1296051.95627948
"5383","Fit","size",3466167.49473985
"5384","Fit","size",1711368.38891764
"5385","Fit","size",774872.596858683
"5386","Fit","size",1321861.87632868
"5387","Fit","size",895495.544659092
"5388","Fit","size",2360486.84892269
"5389","Fit","size",4568925.08300102
"5390","Fit","size",4738684.92734264
"5391","Fit","size",4748737.75934029
"5392","Fit","size",5988104.39577966
"5393","Fit","size",3826508.46909852
"5394","Fit","size",3442080.08661195
"5395","Fit","size",2259419.47559271
"5396","Fit","size",2234367.35285835
"5397","Fit","size",4091138.69872381
"5398","Fit","size",4492062.12053587
"5399","Fit","size",5115926.31663922
"5400","Fit","size",2771319.50479256
"5401","Fit","size",3229479.02428357
"5402","Fit","size",2695073.1019285
"5403","Fit","size",1897956.77518211
"5404","Fit","size",2142202.88184326
"5405","Fit","size",1342008.01818191
"5406","Fit","size",2798972.37486941
"5407","Fit","size",2337284.28763643
"5408","Fit","size",5191886.89869049
"5409","Fit","size",2407860.3265495
"5410","Fit","size",710737.74321363
"5411","Fit","size",1354498.36074409
"5412","Fit","size",1510925.62410945
"5413","Fit","size",3496989.45800694
"5414","Fit","size",2959483.45285885
"5415","Fit","size",3092691.10828887
"5416","Fit","size",3104311.9091696
"5417","Fit","size",535669.063167281
"5418","Fit","size",2649813.55477081
"5419","Fit","size",7793608.53001638
"5420","Fit","size",3194350.48956234
"5421","Fit","size",2450270.56568552
"5422","Fit","size",4315509.23303347
"5423","Fit","size",4096777.46506495
"5424","Fit","size",6841356.73277398
"5425","Fit","size",872254.374460411
"5426","Fit","size",3693595.31893088
"5427","Fit","size",3422558.93681355
"5428","Fit","size",3031618.39221241
"5429","Fit","size",1520017.89731992
"5430","Fit","size",4421861.34077027
"5431","Fit","size",4132234.85061242
"5432","Fit","size",1077932.25584004
"5433","Fit","size",2024719.97219239
"5434","Fit","size",748093.151461695
"5435","Fit","size",5225832.47233467
"5436","Fit","size",5264803.82088624
"5437","Fit","size",3791373.81045939
"5438","Fit","size",2997567.4566775
"5439","Fit","size",2298301.47635421
"5440","Fit","size",4020529.0929781
"5441","Fit","size",1441228.88522603
"5442","Fit","size",2801317.9866559
"5443","Fit","size",5532319.50566948
"5444","Fit","size",5117682.66143462
"5445","Fit","size",4218976.7331698
"5446","Fit","size",4062268.1211154
"5447","Fit","size",2797513.82607384
"5448","Fit","size",6377950.94183424
"5449","Fit","size",5381991.1364194
"5450","Fit","size",1172038.64748233
"5451","Fit","size",4131604.71710808
"5452","Fit","size",6410740.48542488
"5453","Fit","size",3670310.96933271
"5454","Fit","size",3162618.54269214
"5455","Fit","size",1605189.58061878
"5456","Fit","size",3804915.32052894
"5457","Fit","size",2490389.48528627
"5458","Fit","size",1548403.67689188
"5459","Fit","size",5475678.52942741
"5460","Fit","size",4475437.6110064
"5461","Fit","size",3508179.80936065
"5462","Fit","size",2454557.95635015
"5463","Fit","size",3687298.33061233
"5464","Fit","size",2797704.05959034
"5465","Fit","size",2348798.9900056
"5466","Fit","size",5552968.11738673
"5467","Fit","size",689351.220198998
"5468","Fit","size",2674197.00599275
"5469","Fit","size",4319074.80189916
"5470","Fit","size",835589.09806856
"5471","Fit","size",3856772.00326304
"5472","Fit","size",2879601.74307467
"5473","Fit","size",5242295.59798347
"5474","Fit","size",6523765.0467264
"5475","Fit","size",4266449.98517011
"5476","Fit","size",4495365.06510305
"5477","Fit","size",5270786.67662886
"5478","Fit","size",3292051.61655478
"5479","Fit","size",4302595.60557423
"5480","Fit","size",2808600.19869232
"5481","Fit","size",3259487.05684292
"5482","Fit","size",3132021.04780286
"5483","Fit","size",3907107.74152889
"5484","Fit","size",3207580.16069165
"5485","Fit","size",851428.114501445
"5486","Fit","size",2716623.8407442
"5487","Fit","size",2972975.81593369
"5488","Fit","size",1528709.88790041
"5489","Fit","size",875724.13784114
"5490","Fit","size",2923769.46246256
"5491","Fit","size",4335063.62687752
"5492","Fit","size",2004093.02059723
"5493","Fit","size",7284366.61476587
"5494","Fit","size",3692899.15162896
"5495","Fit","size",597944.135387749
"5496","Fit","size",3572735.00327897
"5497","Fit","size",1852022.80400192
"5498","Fit","size",1091295.7419249
"5499","Fit","size",1189974.52446219
"5500","Fit","size",2884828.10358695
"5501","Fit","size",2483418.57101657
"5502","Fit","size",6437194.48928624
"5503","Fit","size",1649769.05720789
"5504","Fit","size",7211298.18888396
"5505","Fit","size",3495680.79515353
"5506","Fit","size",4752324.37618404
"5507","Fit","size",1449190.63875243
"5508","Fit","size",3496390.31186734
"5509","Fit","size",5195630.82508733
"5510","Fit","size",611077.287219454
"5511","Fit","size",10044685.3408615
"5512","Fit","size",793484.410367501
"5513","Fit","size",2406441.69056199
"5514","Fit","size",1668378.42583106
"5515","Fit","size",2985485.34239958
"5516","Fit","size",3231809.37467402
"5517","Fit","size",3097113.72974395
"5518","Fit","size",3628540.12916576
"5519","Fit","size",3319847.9099873
"5520","Fit","size",4792366.14872716
"5521","Fit","size",1733962.71714812
"5522","Fit","size",5253639.78969323
"5523","Fit","size",3352958.62901759
"5524","Fit","size",2652739.16901301
"5525","Fit","size",10351843.4894156
"5526","Fit","size",4156630.36985178
"5527","Fit","size",2359854.76854833
"5528","Fit","size",4470503.81738633
"5529","Fit","size",3329154.26329331
"5530","Fit","size",3087684.63899167
"5531","Fit","size",956755.549251951
"5532","Fit","size",4336664.71484248
"5533","Fit","size",5465790.88775659
"5534","Fit","size",5766463.37780242
"5535","Fit","size",3750805.05878993
"5536","Fit","size",7590999.52866937
"5537","Fit","size",2815918.1740982
"5538","Fit","size",2502931.0814599
"5539","Fit","size",4079654.59638997
"5540","Fit","size",4349031.54806325
"5541","Fit","size",1100732.53972434
"5542","Fit","size",4338038.27071228
"5543","Fit","size",1780097.23711714
"5544","Fit","size",4696097.46026471
"5545","Fit","size",9174342.23062885
"5546","Fit","size",2365896.80626896
"5547","Fit","size",1286087.50242393
"5548","Fit","size",4377259.65735774
"5549","Fit","size",3450871.36141993
"5550","Fit","size",5697773.03213116
"5551","Fit","size",4506381.51962251
"5552","Fit","size",4716958.08058072
"5553","Fit","size",2290345.98816317
"5554","Fit","size",1151119.6203588
"5555","Fit","size",5371203.1177825
"5556","Fit","size",4998855.18122839
"5557","Fit","size",2532420.21062653
"5558","Fit","size",4886836.61222126
"5559","Fit","size",1122071.25992103
"5560","Fit","size",7168677.4396382
"5561","Fit","size",2036290.51465955
"5562","Fit","size",2171244.3863988
"5563","Fit","size",1258958.05628322
"5564","Fit","size",723324.342174387
"5565","Fit","size",3402302.69656437
"5566","Fit","size",4472310.98995224
"5567","Fit","size",665294.500449084
"5568","Fit","size",636698.806116911
"5569","Fit","size",4623565.94119251
"5570","Fit","size",4986490.04670816
"5571","Fit","size",1460417.79418917
"5572","Fit","size",4291382.47358052
"5573","Fit","size",577380.605428972
"5574","Fit","size",1672352.22514297
"5575","Fit","size",4105451.30435137
"5576","Fit","size",791608.173145388
"5577","Fit","size",3043831.15412068
"5578","Fit","size",1898968.41537058
"5579","Fit","size",641716.295094813
"5580","Fit","size",1899552.12788651
"5581","Fit","size",3081947.29937952
"5582","Fit","size",2577492.16449746
"5583","Fit","size",1619076.27097694
"5584","Fit","size",619965.024067786
"5585","Fit","size",656315.249108585
"5586","Fit","size",4317326.92669581
"5587","Fit","size",1151198.54285158
"5588","Fit","size",1046884.4217527
"5589","Fit","size",3934959.23530504
"5590","Fit","size",3119378.31218274
"5591","Fit","size",859038.05644051
"5592","Fit","size",4306468.77690494
"5593","Fit","size",1432780.00263978
"5594","Fit","size",3202091.32929687
"5595","Fit","size",3336644.26828102
"5596","Fit","size",3437845.43109171
"5597","Fit","size",3724640.50525823
"5598","Fit","size",733647.25855261
"5599","Fit","size",894515.901739119
"5600","Fit","size",747897.478207306
"5601","Fit","size",4854482.33871759
"5602","Fit","size",3718164.71759487
"5603","Fit","size",3865928.56877505
"5604","Fit","size",2437308.16023842
"5605","Fit","size",2476668.04262477
"5606","Fit","size",1650057.59933297
"5607","Fit","size",843888.421960604
"5608","Fit","size",4595810.60754828
"5609","Fit","size",6730445.07548168
"5610","Fit","size",3892106.82960786
"5611","Fit","size",4889111.80371654
"5612","Fit","size",5062918.20612517
"5613","Fit","size",2482953.13387244
"5614","Fit","size",3998596.14023671
"5615","Fit","size",4423793.702435
"5616","Fit","size",1531837.14397235
"5617","Fit","size",3621639.13075717
"5618","Fit","size",4811328.75760115
"5619","Fit","size",1820391.14976305
"5620","Fit","size",1287877.77184718
"5621","Fit","size",3185612.10888516
"5622","Fit","size",526570.658436188
"5623","Fit","size",7462445.6292842
"5624","Fit","size",7654716.8562989
"5625","Fit","size",4348516.91211219
"5626","Fit","size",4071083.13425776
"5627","Fit","size",1316030.93190847
"5628","Fit","size",2660980.70782273
"5629","Fit","size",2287935.55892875
"5630","Fit","size",6134049.71596271
"5631","Fit","size",3172672.50960652
"5632","Fit","size",1143920.61438138
"5633","Fit","size",1270614.1243544
"5634","Fit","size",3231839.81458314
"5635","Fit","size",799311.598352848
"5636","Fit","size",4402117.75611853
"5637","Fit","size",1279332.86756351
"5638","Fit","size",3172981.6714282
"5639","Fit","size",4888071.4253415
"5640","Fit","size",1967927.57702894
"5641","Fit","size",2520314.59986355
"5642","Fit","size",732820.072859148
"5643","Fit","size",1765460.34186263
"5644","Fit","size",2524783.40336028
"5645","Fit","size",4387436.44614144
"5646","Fit","size",2274490.23319633
"5647","Fit","size",583891.240370812
"5648","Fit","size",2628108.50138746
"5649","Fit","size",2856853.86569019
"5650","Fit","size",1339319.83172771
"5651","Fit","size",4338270.00897695
"5652","Fit","size",4862943.55923732
"5653","Fit","size",3199238.90407108
"5654","Fit","size",4328208.28520018
"5655","Fit","size",2809635.12025777
"5656","Fit","size",5062150.8886423
"5657","Fit","size",2154873.33941302
"5658","Fit","size",2988736.23701412
"5659","Fit","size",4849191.83895122
"5660","Fit","size",383775.545954574
"5661","Fit","size",4948305.69364735
"5662","Fit","size",1098254.72487632
"5663","Fit","size",3305106.88378517
"5664","Fit","size",4918183.61453238
"5665","Fit","size",2617374.36761749
"5666","Fit","size",2966852.04204696
"5667","Fit","size",3647953.78060425
"5668","Fit","size",4336699.73120211
"5669","Fit","size",8289774.80099259
"5670","Fit","size",2516112.679035
"5671","Fit","size",4589756.51178077
"5672","Fit","size",4412638.44273196
"5673","Fit","size",4044709.21233342
"5674","Fit","size",939607.43018386
"5675","Fit","size",1132530.25231127
"5676","Fit","size",2717645.56451296
"5677","Fit","size",1434583.00931512
"5678","Fit","size",8188362.66950396
"5679","Fit","size",724271.972996358
"5680","Fit","size",3107025.15135312
"5681","Fit","size",2385402.66653651
"5682","Fit","size",5520190.83585052
"5683","Fit","size",4576361.39964735
"5684","Fit","size",4031686.76111028
"5685","Fit","size",1514102.53645141
"5686","Fit","size",6439865.82804219
"5687","Fit","size",920752.331927738
"5688","Fit","size",827122.692063179
"5689","Fit","size",1420621.28861998
"5690","Fit","size",4787278.27622302
"5691","Fit","size",3420534.91601636
"5692","Fit","size",3320932.73114306
"5693","Fit","size",7122597.48574269
"5694","Fit","size",3469090.78263708
"5695","Fit","size",1775606.81005698
"5696","Fit","size",1684348.87861388
"5697","Fit","size",4087688.01115125
"5698","Fit","size",5689222.71763759
"5699","Fit","size",2391638.12746375
"5700","Fit","size",4154911.07793922
"5701","Fit","size",1007166.89500641
"5702","Fit","size",4506176.80608062
"5703","Fit","size",2780140.50832637
"5704","Fit","size",3426217.66603431
"5705","Fit","size",2241722.65996242
"5706","Fit","size",826052.201845419
"5707","Fit","size",7482737.01882278
"5708","Fit","size",5046355.95216438
"5709","Fit","size",3073007.71507861
"5710","Fit","size",4064637.65433779
"5711","Fit","size",1203412.62486504
"5712","Fit","size",6034181.33297694
"5713","Fit","size",1317153.5578558
"5714","Fit","size",3738476.96496711
"5715","Fit","size",2786092.67162846
"5716","Fit","size",5054448.82125456
"5717","Fit","size",3909676.9753376
"5718","Fit","size",2604812.08008968
"5719","Fit","size",4812812.17016343
"5720","Fit","size",3591546.17447282
"5721","Fit","size",3346621.59512218
"5722","Fit","size",6922043.41172373
"5723","Fit","size",4478120.72058697
"5724","Fit","size",6432383.42314612
"5725","Fit","size",2000530.60797124
"5726","Fit","size",937783.569867299
"5727","Fit","size",1429616.22411335
"5728","Fit","size",3146782.6972736
"5729","Fit","size",4264821.64403228
"5730","Fit","size",6980841.38870582
"5731","Fit","size",5887533.85791587
"5732","Fit","size",4451688.78441079
"5733","Fit","size",7051321.26998206
"5734","Fit","size",8856502.55158508
"5735","Fit","size",2157411.2114144
"5736","Fit","size",1209551.22555115
"5737","Fit","size",3204917.64046891
"5738","Fit","size",1597396.20699383
"5739","Fit","size",6770230.70415248
"5740","Fit","size",1363518.03411904
"5741","Fit","size",1163157.84220082
"5742","Fit","size",1070212.61346593
"5743","Fit","size",1372313.27106231
"5744","Fit","size",2147615.0579486
"5745","Fit","size",853187.406252461
