"","type","variable","image.size"
"2307","Fit","size",4316688.53563934
"2308","Fit","size",8880865.93051627
"2309","Fit","size",1040634.0884159
"2310","Fit","size",6760363.83817267
"2311","Fit","size",3245308.08153556
"2312","Fit","size",4612688.30152311
"2313","Fit","size",4556938.2547656
"2314","Fit","size",6162440.82845535
"2315","Fit","size",3998278.59483145
"2316","Fit","size",6625462.23425523
"2317","Fit","size",3571117.4063681
"2318","Fit","size",918462.939400086
"2319","Fit","size",3405200.95753641
"2320","Fit","size",3926898.33490173
"2321","Fit","size",1829177.3803006
"2322","Fit","size",3210477.04998898
"2323","Fit","size",2841448.41374549
"2324","Fit","size",1645557.40090608
"2325","Fit","size",943192.205186027
"2326","Fit","size",3252434.69624352
"2327","Fit","size",3954964.70521943
"2328","Fit","size",2999152.04361797
"2329","Fit","size",4702193.82377357
"2330","Fit","size",4977702.83077552
"2331","Fit","size",529773.025325713
"2332","Fit","size",3523842.20645236
"2333","Fit","size",8373663.88037064
"2334","Fit","size",3498588.48472873
"2335","Fit","size",8317482.877274
"2336","Fit","size",3686703.55799661
"2337","Fit","size",2040404.80260691
"2338","Fit","size",1746459.69473639
"2339","Fit","size",1781804.15409313
"2340","Fit","size",2470386.60205145
"2341","Fit","size",2634871.09307705
"2342","Fit","size",3129674.46011294
"2343","Fit","size",977753.557461513
"2344","Fit","size",2035870.18452309
"2345","Fit","size",1192550.32425222
"2346","Fit","size",5706941.79919288
"2347","Fit","size",4970464.09976725
"2348","Fit","size",1313310.62492135
"2349","Fit","size",588165.863647116
"2350","Fit","size",5474383.84564576
"2351","Fit","size",2732210.52595025
"2352","Fit","size",4885483.7878864
"2353","Fit","size",3848514.51222976
"2354","Fit","size",815600.755200871
"2355","Fit","size",6619032.04020075
"2356","Fit","size",5223432.0878958
"2357","Fit","size",5080733.2743399
"2358","Fit","size",5469471.70617808
"2359","Fit","size",3369639.18041887
"2360","Fit","size",5466674.73521665
"2361","Fit","size",1060351.71474572
"2362","Fit","size",1466666.54792757
"2363","Fit","size",2485985.74227589
"2364","Fit","size",1072165.76036207
"2365","Fit","size",5195311.65427394
"2366","Fit","size",4399853.00129487
"2367","Fit","size",4843410.53436853
"2368","Fit","size",8440524.76690785
"2369","Fit","size",4770998.6615018
"2370","Fit","size",1331543.8885518
"2371","Fit","size",2394675.56386325
"2372","Fit","size",3531524.2232667
"2373","Fit","size",3182334.39375866
"2374","Fit","size",807976.279134342
"2375","Fit","size",3606056.53175606
"2376","Fit","size",3306559.88972688
"2377","Fit","size",3417960.05930417
"2378","Fit","size",1088793.26339013
"2379","Fit","size",5302065.78942224
"2380","Fit","size",3034022.00533909
"2381","Fit","size",4024500.62946605
"2382","Fit","size",2779325.48755623
"2383","Fit","size",4171786.50669261
"2384","Fit","size",750266.94220541
"2385","Fit","size",711753.125738728
"2386","Fit","size",2999777.61139069
"2387","Fit","size",3407245.18542774
"2388","Fit","size",2987890.49846444
"2389","Fit","size",878342.324601101
"2390","Fit","size",3608439.62459966
"2391","Fit","size",2629536.95744967
"2392","Fit","size",3532566.15989922
"2393","Fit","size",893193.095601009
"2394","Fit","size",2574810.42307468
"2395","Fit","size",4600618.52701956
"2396","Fit","size",4069075.87713904
"2397","Fit","size",5729523.6300692
"2398","Fit","size",3309803.79032937
"2399","Fit","size",4972304.95644391
"2400","Fit","size",1557870.76784778
"2401","Fit","size",3316672.74933937
"2402","Fit","size",3294685.70579134
"2403","Fit","size",1127289.35868806
"2404","Fit","size",4251035.82443692
"2405","Fit","size",3456248.51784167
"2406","Fit","size",3334662.93145813
"2407","Fit","size",1685694.55819217
"2408","Fit","size",3602760.34494018
"2409","Fit","size",630805.666594638
"2410","Fit","size",4023487.5143398
"2411","Fit","size",6307663.30258737
"2412","Fit","size",2864833.06077104
"2413","Fit","size",3310669.94812592
"2414","Fit","size",3231079.04433852
"2415","Fit","size",5171088.32620908
"2416","Fit","size",4031971.95868889
"2417","Fit","size",5040205.65776868
"2418","Fit","size",3206142.94936873
"2419","Fit","size",1955865.26154995
"2420","Fit","size",817798.699931656
"2421","Fit","size",4894170.9847357
"2422","Fit","size",1005419.67496947
"2423","Fit","size",2327383.24547531
"2424","Fit","size",3210516.23924484
"2425","Fit","size",577703.322768521
"2426","Fit","size",3734524.89698485
"2427","Fit","size",1137317.97893832
"2428","Fit","size",2737285.07726976
"2429","Fit","size",3876694.81956294
"2430","Fit","size",2234513.50883271
"2431","Fit","size",1518541.1905048
"2432","Fit","size",5223285.69468974
"2433","Fit","size",5303632.22812754
"2434","Fit","size",2782265.30620753
"2435","Fit","size",2042470.3202069
"2436","Fit","size",509866.401250768
"2437","Fit","size",906358.555663135
"2438","Fit","size",430000.13310906
"2439","Fit","size",3701331.92292419
"2440","Fit","size",3774815.84937346
"2441","Fit","size",4126024.27208104
"2442","Fit","size",504105.443738349
"2443","Fit","size",8016154.40469509
"2444","Fit","size",4274584.32435396
"2445","Fit","size",2510123.60089679
"2446","Fit","size",5543424.25367351
"2447","Fit","size",836666.771193945
"2448","Fit","size",4810520.38259503
"2449","Fit","size",3795859.80936306
"2450","Fit","size",2775775.96765773
"2451","Fit","size",5005252.06578746
"2452","Fit","size",2868295.91941823
"2453","Fit","size",1481721.20469978
"2454","Fit","size",5313793.49893662
"2455","Fit","size",1345923.79802102
"2456","Fit","size",1282344.56485992
"2457","Fit","size",1177768.74262063
"2458","Fit","size",856834.69819465
"2459","Fit","size",1563941.80516574
"2460","Fit","size",2911019.579064
"2461","Fit","size",3476908.06620423
"2462","Fit","size",4575622.05059192
"2463","Fit","size",3133084.66607883
"2464","Fit","size",5795454.65560958
"2465","Fit","size",2861469.50057392
"2466","Fit","size",1418328.03145875
"2467","Fit","size",4315780.68772671
"2468","Fit","size",7429441.43713329
"2469","Fit","size",2084332.13955377
"2470","Fit","size",523849.813544624
"2471","Fit","size",719093.585485293
"2472","Fit","size",3581702.62991757
"2473","Fit","size",4283509.71842722
"2474","Fit","size",1561887.69936696
"2475","Fit","size",4017811.16941262
"2476","Fit","size",2165386.30665972
"2477","Fit","size",3189118.11850054
"2478","Fit","size",4042960.0959206
"2479","Fit","size",1544933.48394534
"2480","Fit","size",784057.946186285
"2481","Fit","size",3879862.6237721
"2482","Fit","size",5607406.90479456
"2483","Fit","size",4078589.95305152
"2484","Fit","size",3740955.00923301
"2485","Fit","size",3742047.53965929
"2486","Fit","size",4100775.36462104
"2487","Fit","size",837234.223690163
"2488","Fit","size",4899489.43830354
"2489","Fit","size",7004889.55580852
"2490","Fit","size",2339723.81516188
"2491","Fit","size",2682076.06171043
"2492","Fit","size",4088740.93891843
"2493","Fit","size",2255895.07745524
"2494","Fit","size",6939593.06808363
"2495","Fit","size",299592.101780274
"2496","Fit","size",1651942.48926262
"2497","Fit","size",3214152.41034041
"2498","Fit","size",4591585.98432651
"2499","Fit","size",851359.449847614
"2500","Fit","size",1657451.2001434
"2501","Fit","size",1362256.8591245
"2502","Fit","size",1187526.09557604
"2503","Fit","size",970544.609726141
"2504","Fit","size",3091297.61449833
"2505","Fit","size",5098612.57108381
"2506","Fit","size",4429788.54181969
"2507","Fit","size",6367368.49106086
"2508","Fit","size",786424.672937781
"2509","Fit","size",4646806.37681725
"2510","Fit","size",1166911.86328105
"2511","Fit","size",1951244.50336582
"2512","Fit","size",2978366.18256375
"2513","Fit","size",6558062.60606862
"2514","Fit","size",4071866.94917208
"2515","Fit","size",1777333.58390646
"2516","Fit","size",4920794.07061996
"2517","Fit","size",1584510.21277679
"2518","Fit","size",2685816.09345606
"2519","Fit","size",4333825.44171536
"2520","Fit","size",4088664.23776904
"2521","Fit","size",965565.547733941
"2522","Fit","size",1204241.3017853
"2523","Fit","size",2334972.69738573
"2524","Fit","size",4239876.83644814
"2525","Fit","size",2745694.06998791
"2526","Fit","size",3968237.57164751
"2527","Fit","size",3943041.2724623
"2528","Fit","size",6199208.00165154
"2529","Fit","size",2539750.30729191
"2530","Fit","size",3675556.92934821
"2531","Fit","size",2850573.33115964
"2532","Fit","size",3552444.02042475
"2533","Fit","size",4894527.20932452
"2534","Fit","size",3425580.86866743
"2535","Fit","size",5756537.32438112
"2536","Fit","size",1824237.52891303
"2537","Fit","size",3096839.67732842
"2538","Fit","size",839518.855612888
"2539","Fit","size",6865879.85846803
"2540","Fit","size",5707049.23199207
"2541","Fit","size",2163559.55549918
"2542","Fit","size",1377981.17990065
"2543","Fit","size",1058131.61702054
"2544","Fit","size",2855036.77224276
"2545","Fit","size",679615.091821015
"2546","Fit","size",1042908.03178347
"2547","Fit","size",3912302.68748972
"2548","Fit","size",2112498.15755066
"2549","Fit","size",937760.135302
"2550","Fit","size",4670308.29086039
"2551","Fit","size",776403.865808433
"2552","Fit","size",5390750.92466731
"2553","Fit","size",4345874.47242824
"2554","Fit","size",1213192.07377286
"2555","Fit","size",5561095.64537325
"2556","Fit","size",1912567.49930653
"2557","Fit","size",2757072.77449192
"2558","Fit","size",6731101.73432921
"2559","Fit","size",5876912.88563678
"2560","Fit","size",619395.493911494
"2561","Fit","size",872200.109115447
"2562","Fit","size",599161.000532299
"2563","Fit","size",4006820.58350936
"2564","Fit","size",4010410.38310387
"2565","Fit","size",2283698.25412038
"2566","Fit","size",960805.406224026
"2567","Fit","size",3359648.2018774
"2568","Fit","size",3311948.03882255
"2569","Fit","size",3742942.30620314
"2570","Fit","size",6799571.40468505
"2571","Fit","size",4021884.83518514
"2572","Fit","size",1793034.98709758
"2573","Fit","size",3752433.5368077
"2574","Fit","size",1550068.18271719
"2575","Fit","size",2088195.4288429
"2576","Fit","size",2141851.35377342
"2577","Fit","size",4830094.87000569
"2578","Fit","size",1062913.60094937
"2579","Fit","size",2723126.70203566
"2580","Fit","size",4088354.65158528
"2581","Fit","size",3249774.00757696
"2582","Fit","size",810949.448799965
"2583","Fit","size",634912.74252982
"2584","Fit","size",793755.156776697
"2585","Fit","size",6349933.13914052
"2586","Fit","size",5378918.98256786
"2587","Fit","size",1714733.851946
"2588","Fit","size",2076975.29189225
"2589","Fit","size",6303931.93646191
"2590","Fit","size",6919018.21513865
"2591","Fit","size",918359.044373277
"2592","Fit","size",4312830.53618622
"2593","Fit","size",2054754.23266938
"2594","Fit","size",4038454.7611267
"2595","Fit","size",3405447.5568727
"2596","Fit","size",1307728.46737082
"2597","Fit","size",1032037.88954645
"2598","Fit","size",2896094.36447056
"2599","Fit","size",731979.408695851
"2600","Fit","size",2366103.28339341
"2601","Fit","size",3393056.7689917
"2602","Fit","size",2809247.36815047
"2603","Fit","size",3265474.38917964
"2604","Fit","size",1139940.227859
"2605","Fit","size",1068570.01991754
"2606","Fit","size",8086343.96406901
"2607","Fit","size",2845649.28990361
"2608","Fit","size",3433076.86172362
"2609","Fit","size",4359324.5103986
"2610","Fit","size",5660869.89463537
"2611","Fit","size",2991017.80636442
"2612","Fit","size",3298249.40041051
"2613","Fit","size",2385033.59187172
"2614","Fit","size",5910503.62074911
"2615","Fit","size",2135833.49702314
"2616","Fit","size",4289423.82203156
"2617","Fit","size",3799067.43281392
"2618","Fit","size",1555480.53827195
"2619","Fit","size",4607420.07820142
"2620","Fit","size",3105784.9413897
"2621","Fit","size",2820150.85697264
"2622","Fit","size",4318617.77080836
"2623","Fit","size",2926215.43136873
"2624","Fit","size",5825698.55477849
"2625","Fit","size",5301779.03569619
"2626","Fit","size",3645722.13441576
"2627","Fit","size",447212.662135498
"2628","Fit","size",3350847.68824484
"2629","Fit","size",2998144.88775445
"2630","Fit","size",3723105.70545354
"2631","Fit","size",3566514.19386144
"2632","Fit","size",6145628.13322847
"2633","Fit","size",5342849.43554517
"2634","Fit","size",975594.660118002
"2635","Fit","size",855602.058519625
"2636","Fit","size",3316066.21258076
"2637","Fit","size",1429281.5753847
"2638","Fit","size",4534330.26266868
"2639","Fit","size",5009251.73608041
"2640","Fit","size",3609423.27136766
"2641","Fit","size",1575633.20707861
"2642","Fit","size",4004104.43304231
"2643","Fit","size",3941322.58941265
"2644","Fit","size",4542327.42640035
"2645","Fit","size",1867986.97805663
"2646","Fit","size",4069444.74016405
"2647","Fit","size",5163374.39940173
"2648","Fit","size",8289329.04172924
"2649","Fit","size",3691946.21501804
"2650","Fit","size",7369433.43698346
"2651","Fit","size",5555630.50754783
"2652","Fit","size",3426454.12844748
"2653","Fit","size",2521365.73129942
"2654","Fit","size",3876293.22388627
"2655","Fit","size",3890936.88770055
"2656","Fit","size",2004073.60077314
"2657","Fit","size",4953641.67417883
"2658","Fit","size",1082685.98548117
"2659","Fit","size",2716098.66667565
"2660","Fit","size",1469685.55046496
"2661","Fit","size",666077.011962509
"2662","Fit","size",1749302.69927862
"2663","Fit","size",2230015.45446217
"2664","Fit","size",4115880.92020185
"2665","Fit","size",5350811.94954573
"2666","Fit","size",1094900.69884253
"2667","Fit","size",1572172.9229106
"2668","Fit","size",7731473.57309551
"2669","Fit","size",3053130.44145202
"2670","Fit","size",2509552.87354513
"2671","Fit","size",4285773.96634566
"2672","Fit","size",1328218.73794289
"2673","Fit","size",3730776.39731944
"2674","Fit","size",2099737.0947458
"2675","Fit","size",1020848.70046533
"2676","Fit","size",5328196.67427223
"2677","Fit","size",1435837.14622745
"2678","Fit","size",4032841.06641142
"2679","Fit","size",5250323.27799799
"2680","Fit","size",3368209.45558055
"2681","Fit","size",4526876.77487245
"2682","Fit","size",2994363.880313
"2683","Fit","size",7405076.86300884
"2684","Fit","size",950135.916997777
"2685","Fit","size",2879135.56855062
"2686","Fit","size",7596940.59743687
"2687","Fit","size",1175997.94452599
"2688","Fit","size",3613487.03597859
"2689","Fit","size",9183029.63871603
"2690","Fit","size",1136227.90211562
"2691","Fit","size",1172212.22105314
"2692","Fit","size",6186521.39879725
"2693","Fit","size",2114018.47355806
"2694","Fit","size",6405107.89195864
"2695","Fit","size",1915625.76756111
"2696","Fit","size",2916138.50326774
"2697","Fit","size",3933033.64802473
"2698","Fit","size",3838966.43585641
"2699","Fit","size",5158442.17175191
"2700","Fit","size",1711254.76939468
"2701","Fit","size",6289335.81259531
"2702","Fit","size",1090571.10036708
"2703","Fit","size",2550906.49376183
"2704","Fit","size",5543603.24176736
"2705","Fit","size",2127952.34824478
"2706","Fit","size",3217365.86299436
"2707","Fit","size",5539931.88701788
"2708","Fit","size",3692583.01878581
"2709","Fit","size",1498783.66267887
"2710","Fit","size",3780820.46575148
"2711","Fit","size",731067.839881774
"2712","Fit","size",2607933.04740327
"2713","Fit","size",4455892.92654738
"2714","Fit","size",3684526.62955419
"2715","Fit","size",9936441.17329498
"2716","Fit","size",5696623.43066329
"2717","Fit","size",1611528.31460065
"2718","Fit","size",2258675.92176351
"2719","Fit","size",3339729.00619571
"2720","Fit","size",3516063.91278133
"2721","Fit","size",1974824.70703321
"2722","Fit","size",5381266.76417521
"2723","Fit","size",2206150.43259078
"2724","Fit","size",2656565.64649835
"2725","Fit","size",1709648.7188676
"2726","Fit","size",3956844.75501894
"2727","Fit","size",2932958.956884
"2728","Fit","size",3446669.99390295
"2729","Fit","size",3131000.28073675
"2730","Fit","size",4983979.23092853
"2731","Fit","size",5061068.09413354
"2732","Fit","size",4973948.49542803
"2733","Fit","size",5091921.94353635
"2734","Fit","size",1234491.72972253
"2735","Fit","size",2318391.10031085
"2736","Fit","size",2240774.3126343
"2737","Fit","size",6658538.1623563
"2738","Fit","size",3681235.32128642
"2739","Fit","size",1784276.69731762
"2740","Fit","size",4092140.70671881
"2741","Fit","size",4144277.46753263
"2742","Fit","size",1926878.93638417
"2743","Fit","size",6040510.54888774
"2744","Fit","size",1990012.39222382
"2745","Fit","size",2533863.67711196
"2746","Fit","size",4388314.32211619
"2747","Fit","size",2871756.86515312
"2748","Fit","size",4032725.21745171
"2749","Fit","size",1328592.72007767
"2750","Fit","size",1182685.01706255
"2751","Fit","size",2610494.69167214
"2752","Fit","size",2654077.44558928
"2753","Fit","size",1090835.43342675
"2754","Fit","size",3832510.13924885
"2755","Fit","size",5060884.95865051
"2756","Fit","size",5748699.42167598
"2757","Fit","size",5245269.63011061
"2758","Fit","size",1261962.91166746
"2759","Fit","size",3031879.509372
"2760","Fit","size",548021.420294994
"2761","Fit","size",6544578.42324902
"2762","Fit","size",4587709.77052184
"2763","Fit","size",3482664.45408051
"2764","Fit","size",734483.553204089
"2765","Fit","size",1086405.7358737
"2766","Fit","size",863594.160638726
"2767","Fit","size",3633959.87050797
"2768","Fit","size",2569269.21277301
"2769","Fit","size",3393477.86167033
"2770","Fit","size",4753348.20860519
"2771","Fit","size",3728119.92093004
"2772","Fit","size",3703563.62238554
"2773","Fit","size",6091467.79910762
"2774","Fit","size",3414653.21359114
"2775","Fit","size",5579676.29078496
"2776","Fit","size",4468952.93102627
"2777","Fit","size",7571228.2990571
"2778","Fit","size",3928667.71057156
"2779","Fit","size",4219076.57623534
"2780","Fit","size",2182070.24313916
"2781","Fit","size",3651540.12232313
"2782","Fit","size",3233891.02143689
"2783","Fit","size",2476398.95117321
"2784","Fit","size",1818953.16982792
"2785","Fit","size",4329198.75291022
"2786","Fit","size",3175519.58866904
"2787","Fit","size",723535.880496401
"2788","Fit","size",4082051.43605324
"2789","Fit","size",1542275.8106938
"2790","Fit","size",855673.916055596
"2791","Fit","size",4992748.61524778
"2792","Fit","size",2199260.44752797
"2793","Fit","size",3630753.49835682
"2794","Fit","size",1807762.30267731
"2795","Fit","size",4753812.52977673
"2796","Fit","size",783807.59001097
"2797","Fit","size",2223961.41140754
"2798","Fit","size",6456104.48654751
"2799","Fit","size",2107409.14926079
"2800","Fit","size",3457555.82627774
"2801","Fit","size",3739852.85549807
"2802","Fit","size",770192.043600446
"2803","Fit","size",4063386.51285085
"2804","Fit","size",4331842.48846733
"2805","Fit","size",5029058.62306692
"2806","Fit","size",2673600.56445598
"2807","Fit","size",3954913.9302061
"2808","Fit","size",789859.035250982
"2809","Fit","size",1133477.81989579
"2810","Fit","size",1010054.36521102
"2811","Fit","size",2610495.90555518
"2812","Fit","size",1062617.41784541
"2813","Fit","size",3220216.50286986
"2814","Fit","size",4611454.55444614
"2815","Fit","size",932963.291967786
"2816","Fit","size",732330.523519919
"2817","Fit","size",3605912.59261383
"2818","Fit","size",2417439.65718505
"2819","Fit","size",1238307.54928118
"2820","Fit","size",4616998.36240139
"2821","Fit","size",2049278.43732752
"2822","Fit","size",1427595.64628381
"2823","Fit","size",2682463.53463037
"2824","Fit","size",1882874.04873878
"2825","Fit","size",3490553.49103787
"2826","Fit","size",4499416.08399741
"2827","Fit","size",3076467.90337524
"2828","Fit","size",3528568.39951923
"2829","Fit","size",6519458.81471326
"2830","Fit","size",874206.588884025
"2831","Fit","size",4850078.95085448
"2832","Fit","size",2884390.78278684
"2833","Fit","size",5170575.86011155
"2834","Fit","size",3650117.3247794
"2835","Fit","size",1466200.20862399
"2836","Fit","size",3715481.19901
"2837","Fit","size",7425733.12173445
"2838","Fit","size",3285618.05652584
"2839","Fit","size",5780430.71606876
"2840","Fit","size",4152849.35698601
"2841","Fit","size",1536820.4853661
"2842","Fit","size",4108556.46762197
"2843","Fit","size",3629647.49042325
"2844","Fit","size",2917794.21355076
"2845","Fit","size",2717917.48520448
"2846","Fit","size",678979.989114022
"2847","Fit","size",729000.93876666
"2848","Fit","size",960922.120359374
"2849","Fit","size",3879264.13206966
"2850","Fit","size",4657853.56822247
"2851","Fit","size",3728910.76906185
"2852","Fit","size",938680.56314782
"2853","Fit","size",4805296.90012446
"2854","Fit","size",2789446.48231383
"2855","Fit","size",1531858.68785244
"2856","Fit","size",5404523.95104843
"2857","Fit","size",3069391.91591468
"2858","Fit","size",5563240.79409561
"2859","Fit","size",3323911.99841704
"2860","Fit","size",3465003.53549224
"2861","Fit","size",4950255.32204689
"2862","Fit","size",4289452.8531087
"2863","Fit","size",442007.497018842
"2864","Fit","size",922488.320933751
"2865","Fit","size",4499080.09867754
"2866","Fit","size",7295572.09586315
"2867","Fit","size",6466801.17332487
"2868","Fit","size",4336367.18978262
"2869","Fit","size",923977.19300573
"2870","Fit","size",3106887.97219104
"2871","Fit","size",3835291.55712193
"2872","Fit","size",4778708.63136761
"2873","Fit","size",3615486.69300316
"2874","Fit","size",5193158.73566687
"2875","Fit","size",4258626.05856563
"2876","Fit","size",4444225.84313879
"2877","Fit","size",3388034.03956022
"2878","Fit","size",2801881.12676254
"2879","Fit","size",3433648.7698226
"2880","Fit","size",7175897.85102225
"2881","Fit","size",771053.379090134
"2882","Fit","size",1824126.97497247
"2883","Fit","size",4434451.81450998
"2884","Fit","size",3872840.64387566
"2885","Fit","size",3205296.83921825
"2886","Fit","size",4593851.41226809
"2887","Fit","size",4171437.15095009
"2888","Fit","size",2122976.27809289
"2889","Fit","size",1719929.56635567
"2890","Fit","size",5560122.86336531
"2891","Fit","size",3377587.10747022
"2892","Fit","size",503865.638789397
"2893","Fit","size",785951.625056691
"2894","Fit","size",3606365.26262461
"2895","Fit","size",2905548.27932294
"2896","Fit","size",4283528.75320635
"2897","Fit","size",4166683.80283747
"2898","Fit","size",1234817.2301523
"2899","Fit","size",1943013.43142069
"2900","Fit","size",4553233.51719548
"2901","Fit","size",3912415.70396056
"2902","Fit","size",9864168.70598114
"2903","Fit","size",3782660.11915118
"2904","Fit","size",5357579.83437872
"2905","Fit","size",5324324.90706879
"2906","Fit","size",6723095.35341473
"2907","Fit","size",4093042.41735982
"2908","Fit","size",5568593.38822903
"2909","Fit","size",5460394.99709118
"2910","Fit","size",5054991.87272799
"2911","Fit","size",3543821.37298865
"2912","Fit","size",5394070.91496662
"2913","Fit","size",2786252.35229225
"2914","Fit","size",5138928.51453056
"2915","Fit","size",7192071.17581213
"2916","Fit","size",4846807.04158365
"2917","Fit","size",8374448.60437108
"2918","Fit","size",5817495.64605628
"2919","Fit","size",2247246.33071407
"2920","Fit","size",2482148.85503711
"2921","Fit","size",544419.61682225
"2922","Fit","size",5992930.36951284
"2923","Fit","size",2017387.84538047
"2924","Fit","size",5713490.78425623
"2925","Fit","size",4122309.32302745
"2926","Fit","size",3229719.22043023
"2927","Fit","size",3537999.27882826
"2928","Fit","size",6666374.70065031
"2929","Fit","size",1920294.55021485
"2930","Fit","size",3621865.19761495
"2931","Fit","size",2402473.26693386
"2932","Fit","size",3934992.36993154
"2933","Fit","size",3223609.41890852
"2934","Fit","size",2718715.33646541
"2935","Fit","size",4092411.11745782
"2936","Fit","size",4519929.16951876
"2937","Fit","size",4466790.92726355
"2938","Fit","size",2411899.86453233
"2939","Fit","size",5508708.35682879
"2940","Fit","size",4777557.10557257
"2941","Fit","size",2687430.44826641
"2942","Fit","size",3107869.86024978
"2943","Fit","size",4462308.81004134
"2944","Fit","size",874848.999243034
"2945","Fit","size",7010993.58605708
"2946","Fit","size",1760758.08442378
"2947","Fit","size",3452190.79968669
"2948","Fit","size",3275905.90973319
"2949","Fit","size",5520362.09444094
"2950","Fit","size",6740822.0233794
"2951","Fit","size",2573261.85076754
"2952","Fit","size",5962627.20427829
"2953","Fit","size",3790170.39870871
"2954","Fit","size",4453600.65156248
"2955","Fit","size",4536163.82905129
"2956","Fit","size",2464626.47544917
"2957","Fit","size",4164712.62543136
"2958","Fit","size",4352012.02144429
"2959","Fit","size",5016261.56191307
"2960","Fit","size",3944499.77208885
"2961","Fit","size",1342717.12919738
"2962","Fit","size",590462.368307758
"2963","Fit","size",5559775.71276642
"2964","Fit","size",1024464.3408632
"2965","Fit","size",1498896.38195057
"2966","Fit","size",667349.458083052
"2967","Fit","size",3726432.26872153
"2968","Fit","size",1689036.62907623
"2969","Fit","size",3722297.34891857
"2970","Fit","size",4787960.24436892
"2971","Fit","size",4545277.3897948
"2972","Fit","size",3765241.85269511
"2973","Fit","size",5347114.213407
"2974","Fit","size",2126905.46877763
"2975","Fit","size",1639425.20764077
"2976","Fit","size",4253999.19621474
"2977","Fit","size",4193990.27410715
"2978","Fit","size",6020582.66037965
"2979","Fit","size",7424023.65363696
"2980","Fit","size",901450.492932422
"2981","Fit","size",867436.545985852
"2982","Fit","size",4615785.21616545
"2983","Fit","size",4910063.57298209
"2984","Fit","size",4826947.8681558
"2985","Fit","size",4250647.8897499
"2986","Fit","size",6357259.54581663
"2987","Fit","size",4144466.55574261
"2988","Fit","size",953769.18558629
"2989","Fit","size",3237342.73063338
"2990","Fit","size",3181252.9733972
"2991","Fit","size",4361408.4782035
"2992","Fit","size",5120799.8488382
"2993","Fit","size",3739392.10905235
"2994","Fit","size",5090932.54661257
"2995","Fit","size",4742549.22883871
"2996","Fit","size",1156547.30016255
"2997","Fit","size",1449648.08170865
"2998","Fit","size",7870783.0299793
"2999","Fit","size",840450.704729915
"3000","Fit","size",2709864.22478522
"3001","Fit","size",1245349.91104481
"3002","Fit","size",6265174.27411902
"3003","Fit","size",2317212.049717
"3004","Fit","size",2948782.3163418
"3005","Fit","size",3134017.12237083
"3006","Fit","size",941744.419311677
"3007","Fit","size",1455646.40605946
"3008","Fit","size",4949914.09799109
"3009","Fit","size",3808568.11055162
"3010","Fit","size",1031552.12841755
"3011","Fit","size",4975089.12819549
"3012","Fit","size",795068.58616604
"3013","Fit","size",3757412.21131307
"3014","Fit","size",3526638.47285824
"3015","Fit","size",2957347.96621806
"3016","Fit","size",3477527.29625228
"3017","Fit","size",2462716.97727796
"3018","Fit","size",4310160.34886299
"3019","Fit","size",1207926.84193817
"3020","Fit","size",4877744.23242037
"3021","Fit","size",1809095.44915472
"3022","Fit","size",3302569.90062608
"3023","Fit","size",7625899.31210572
"3024","Fit","size",1413976.41605414
"3025","Fit","size",904488.209954077
"3026","Fit","size",1470712.57706347
"3027","Fit","size",1005811.77911014
"3028","Fit","size",3295046.28547166
"3029","Fit","size",5907611.55894925
"3030","Fit","size",4890606.3910565
"3031","Fit","size",5881718.50641311
"3032","Fit","size",4226498.78731924
"3033","Fit","size",4633750.25566905
"3034","Fit","size",3923183.11356558
"3035","Fit","size",9201850.27785906
"3036","Fit","size",2208681.63303445
"3037","Fit","size",1582520.41035748
"3038","Fit","size",6614959.88108336
"3039","Fit","size",6222073.6330552
"3040","Fit","size",4932872.45185497
"3041","Fit","size",1642205.42428369
"3042","Fit","size",6230919.52497777
"3043","Fit","size",3688749.81674141
"3044","Fit","size",5133295.01813253
"3045","Fit","size",4190790.91374378
"3046","Fit","size",2500402.71548453
"3047","Fit","size",5221363.85775502
"3048","Fit","size",2618713.54873181
"3049","Fit","size",4730194.13374204
"3050","Fit","size",2173552.08624764
"3051","Fit","size",2431566.1929038
"3052","Fit","size",4463720.16665077
"3053","Fit","size",2622916.43579678
"3054","Fit","size",2359804.25329809
"3055","Fit","size",5020740.17407284
"3056","Fit","size",3409884.29445884
"3057","Fit","size",2683125.92776624
"3058","Fit","size",6420152.21069928
"3059","Fit","size",3821430.50478817
"3060","Fit","size",5534603.05935327
"3061","Fit","size",1821083.20639083
"3062","Fit","size",4118546.74076691
"3063","Fit","size",6368430.30477236
"3064","Fit","size",2681876.55962405
"3065","Fit","size",2570052.89080024
"3066","Fit","size",3296786.02834753
"3067","Fit","size",1139509.92014143
"3068","Fit","size",1124653.78896522
"3069","Fit","size",1443896.53321366
"3070","Fit","size",2260926.6376487
"3071","Fit","size",4442055.74998335
"3072","Fit","size",5741046.91054798
"3073","Fit","size",2047335.36359704
"3074","Fit","size",4703448.90226444
"3075","Fit","size",4194634.98511945
"3076","Fit","size",784203.880671568
"3077","Fit","size",4274681.88066867
"3078","Fit","size",3681684.46870485
"3079","Fit","size",4137455.10014183
"3080","Fit","size",2327684.13861122
"3081","Fit","size",3751115.73034037
"3082","Fit","size",865049.727573565
"3083","Fit","size",2894993.41839807
"3084","Fit","size",5766040.54690822
"3085","Fit","size",3630558.23216283
"3086","Fit","size",962777.435054496
"3087","Fit","size",752852.093375795
"3088","Fit","size",2522961.50677474
