4 2 2 0.000000 19800.000000
5 2 2 0.000000 19800.000000
6 2 2 0.000000 19800.000000
7 2 2 0.000000 19800.000000
8 2 2 0.000000 19800.000000
9 2 2 0.000000 19800.000000
10 2 2 0.000000 19800.000000
11 2 2 0.000000 19800.000000
12 2 2 0.000000 19800.000000
13 2 2 0.000000 19800.000000
14 2 2 0.000000 19800.000000
15 2 2 0.000000 19800.000000
16 2 2 0.000000 19800.000000
17 2 2 0.000000 19800.000000
18 2 2 0.000000 19800.000000
19 2 2 0.000000 19800.000000
20 2 2 0.000000 19800.000000
21 2 2 0.000000 19800.000000
22 2 2 0.000000 19800.000000
23 2 2 0.000000 19800.000000
24 2 2 0.000000 19800.000000
25 2 2 0.000000 19800.000000
26 2 2 0.000000 19800.000000
27 2 2 0.000000 19800.000000
28 2 2 0.000000 19800.000000
29 2 2 0.000000 19800.000000
30 2 2 0.000000 19800.000000
31 2 2 0.000000 19800.000000
32 2 2 0.000000 19800.000000
33 2 2 0.000000 19800.000000
34 2 2 0.000000 19800.000000
35 2 2 0.000000 19800.000000
36 2 2 0.000000 19800.000000
37 2 2 0.000000 19800.000000
38 2 2 0.000000 19800.000000
39 2 2 0.000000 19800.000000
40 2 2 0.000000 19800.000000
41 2 2 0.000000 19800.000000
42 2 2 0.000000 19800.000000
42 40 47 71.520708 10162.531140
42 40 48 73.002481 10151.260839
42 40 49 74.460375 10140.607926
42 40 50 75.894274 10130.535952
42 40 51 77.304082 10121.012483
42 40 52 78.689720 10112.010688
42 40 53 80.051094 10103.513339
42 40 54 81.388037 10095.522449
42 40 55 82.700173 10088.082360
42 40 56 83.986579 10081.335171
43 2 2 0.000000 19800.000000
43 41 38 44.137663 10295.607645
43 41 39 45.185054 10282.897074
43 41 40 46.203780 10271.083462
43 41 41 47.193916 10260.100110
43 41 42 48.155599 10249.885684
43 41 43 49.089023 10240.383734
43 41 44 49.994435 10231.542278
43 41 45 50.872124 10223.313415
43 41 46 51.722424 10215.652996
43 41 47 52.545704 10208.520339
43 41 48 53.342363 10201.878009
43 41 49 54.112831 10195.691718
43 41 50 54.857560 10189.930435
43 41 51 55.577016 10184.566958
43 41 52 56.271675 10179.579515
43 41 53 56.942000 10174.955716
43 41 54 57.588399 10170.702007
43 41 55 58.211139 10166.866069
44 2 2 0.000000 19800.000000
44 41 32 28.402797 10444.358661
44 41 33 29.161724 10430.147916
44 41 34 29.890809 10417.174510
44 41 35 30.590391 10405.328746
44 41 36 31.260897 10394.510986
44 41 37 31.902834 10384.630683
44 41 38 32.516775 10375.605508
44 41 39 33.103349 10367.360565
44 41 40 33.663233 10359.827694
44 41 41 34.197142 10352.944833
44 41 42 34.705822 10346.655454
44 41 43 35.190042 10340.908046
44 41 44 35.650590 10335.655662
44 41 45 36.088266 10330.855503
44 41 46 36.503878 10326.468556
44 41 47 36.898235 10322.459287
44 41 48 37.272144 10318.795391
44 41 49 37.626410 10315.447664
44 41 50 37.961826 10312.390057
44 41 51 38.279172 10309.600164
44 41 52 38.579208 10307.060601
44 41 53 38.862665 10304.762458
44 41 54 39.130217 10302.713495
44 42 31 27.702859 10446.442543
44 42 32 28.485520 10432.136205
44 42 33 29.238458 10419.067957
44 42 34 29.961902 10407.128618
44 42 35 30.656184 10396.218993
44 42 36 31.321720 10386.248903
44 42 37 31.959008 10377.136325
44 42 38 32.568607 10368.806613
44 42 39 33.151133 10361.191800
44 42 40 33.707249 10354.229971
44 42 41 34.237657 10347.864702
44 42 42 34.743086 10342.044548
44 42 43 35.224294 10336.722592
44 42 44 35.682053 10331.856030
44 42 45 36.117151 10327.405809
44 42 46 36.530379 10323.336300
44 42 47 36.922537 10319.615025
44 42 48 37.294418 10316.212447
44 42 49 37.646816 10313.101859
44 42 50 37.980511 10310.259478
44 42 51 38.296275 10307.664942
44 42 52 38.594856 10305.302725
44 42 53 38.876977 10303.165597
44 42 54 39.143302 10301.262846
45 2 2 0.000000 19800.000000
45 42 26 17.810318 10609.423293
45 42 27 18.409172 10592.945188
45 42 28 18.979104 10578.160658
45 42 29 19.520470 10564.895991
45 42 30 20.033769 10552.995370
45 42 31 20.519621 10542.319009
45 42 32 20.978745 10532.741485
45 42 33 21.411939 10524.150239
45 42 34 21.820066 10516.444253
45 42 35 22.204035 10509.532846
45 42 36 22.564790 10503.334614
45 42 37 22.903299 10497.776471
45 42 38 23.220541 10492.792797
45 42 39 23.517501 10488.324671
45 42 40 23.795159 10484.319186
45 42 41 24.054487 10480.728832
45 42 42 24.296438 10477.510951
45 42 43 24.521950 10474.627242
45 42 44 24.731933 10472.043317
45 42 45 24.927273 10469.728314
45 42 46 25.108826 10467.654550
45 42 47 25.277416 10465.797226
45 42 48 25.433836 10464.134195
45 42 49 25.578845 10462.645824
45 42 50 25.713166 10461.315030
45 42 51 25.837490 10460.127656
45 42 52 25.952466 10459.073598
45 42 53 26.058705 10458.149596
45 43 25 17.248783 10614.138513
45 43 26 17.871115 10597.306961
45 43 27 18.464697 10582.189650
45 43 28 19.029713 10568.612452
45 43 29 19.566513 10556.419020
45 43 30 20.075585 10545.468941
45 43 31 20.557539 10535.636086
45 43 32 21.013078 10526.807141
45 43 33 21.442985 10518.880285
45 43 34 21.848104 10511.764015
45 43 35 22.229327 10505.376085
45 43 36 22.587581 10499.642569
45 43 37 22.923815 10494.497011
45 43 38 23.238993 10489.879665
45 43 39 23.534082 10485.736820
45 43 40 23.810047 10482.020189
45 43 41 24.067844 10478.686360
45 43 42 24.308415 10475.696308
45 43 43 24.532681 10473.014952
45 43 44 24.741543 10470.610765
45 43 45 24.935874 10468.455422
45 43 46 25.116520 10466.523488
45 43 47 25.284295 10464.792163
