0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
0,100,1
71.521,51.326,1
73.002,51.269,1
74.46,51.215,1
75.894,51.164,1
77.304,51.116,1
78.69,51.071,1
80.051,51.028,1
81.388,50.987,1
82.7,50.95,1
83.987,50.916,1
0,100,1
44.138,51.998,1
45.185,51.934,1
46.204,51.874,1
47.194,51.819,1
48.156,51.767,1
49.089,51.719,1
49.994,51.674,1
50.872,51.633,1
51.722,51.594,1
52.546,51.558,1
53.342,51.525,1
54.113,51.493,1
54.858,51.464,1
55.577,51.437,1
56.272,51.412,1
56.942,51.389,1
57.588,51.367,1
58.211,51.348,1
0,100,1
28.403,52.749,1
29.162,52.678,1
29.891,52.612,1
30.59,52.552,1
31.261,52.498,1
31.903,52.448,1
32.517,52.402,1
33.103,52.36,1
33.663,52.322,1
34.197,52.288,1
34.706,52.256,1
35.19,52.227,1
35.651,52.2,1
36.088,52.176,1
36.504,52.154,1
36.898,52.134,1
37.272,52.115,1
37.626,52.098,1
37.962,52.083,1
38.279,52.069,1
38.579,52.056,1
38.863,52.044,1
39.13,52.034,1
27.703,52.76,1
28.486,52.688,1
29.238,52.622,1
29.962,52.561,1
30.656,52.506,1
31.322,52.456,1
31.959,52.41,1
32.569,52.368,1
33.151,52.329,1
33.707,52.294,1
34.238,52.262,1
34.743,52.233,1
35.224,52.206,1
35.682,52.181,1
36.117,52.159,1
36.53,52.138,1
36.923,52.119,1
37.294,52.102,1
37.647,52.086,1
37.981,52.072,1
38.296,52.059,1
38.595,52.047,1
38.877,52.036,1
39.143,52.027,1
0,100,1
17.81,53.583,1
18.409,53.5,1
18.979,53.425,1
19.52,53.358,1
20.034,53.298,1
20.52,53.244,1
20.979,53.196,1
21.412,53.152,1
21.82,53.113,1
22.204,53.078,1
22.565,53.047,1
22.903,53.019,1
23.221,52.994,1
23.518,52.971,1
23.795,52.951,1
24.054,52.933,1
24.296,52.917,1
24.522,52.902,1
24.732,52.889,1
24.927,52.877,1
25.109,52.867,1
25.277,52.858,1
25.434,52.849,1
25.579,52.842,1
25.713,52.835,1
25.837,52.829,1
25.952,52.824,1
26.059,52.819,1
17.249,53.607,1
17.871,53.522,1
18.465,53.445,1
19.03,53.377,1
19.567,53.315,1
20.076,53.26,1
20.558,53.21,1
21.013,53.166,1
21.443,53.126,1
21.848,53.09,1
22.229,53.057,1
22.588,53.028,1
22.924,53.003,1
23.239,52.979,1
23.534,52.958,1
23.81,52.939,1
24.068,52.923,1
24.308,52.908,1
24.533,52.894,1
24.742,52.882,1
24.936,52.871,1
25.117,52.861,1
25.284,52.852,1
25.44,52.845,1
25.584,52.838,1
25.718,52.831,1
25.842,52.826,1
25.956,52.821,1
26.062,52.816,1
0,100,1
16.88,53.681,1
16.961,53.676,1
17.035,53.671,1
17.102,53.666,1
17.163,53.663,1
17.218,53.659,1
10.542,54.57,1
11.059,54.459,1
11.549,54.361,1
12.012,54.274,1
12.449,54.198,1
12.86,54.131,1
13.245,54.071,1
13.605,54.019,1
13.941,53.973,1
14.254,53.932,1
14.546,53.897,1
14.816,53.865,1
15.066,53.837,1
15.297,53.813,1
15.51,53.791,1
15.707,53.772,1
15.887,53.756,1
16.054,53.741,1
16.206,53.728,1
16.346,53.717,1
16.473,53.707,1
16.59,53.698,1
16.697,53.691,1
16.794,53.684,1
16.883,53.678,1
16.964,53.673,1
17.037,53.668,1
17.104,53.664,1
17.164,53.661,1
17.219,53.658,1
10.058,54.61,1
10.595,54.496,1
11.107,54.394,1
11.592,54.305,1
12.051,54.226,1
12.484,54.156,1
12.891,54.094,1
13.273,54.039,1
13.63,53.991,1
13.963,53.949,1
14.274,53.911,1
14.563,53.878,1
14.831,53.849,1
15.079,53.823,1
15.309,53.801,1
15.521,53.781,1
15.716,53.763,1
15.895,53.748,1
16.061,53.734,1
16.212,53.722,1
16.351,53.712,1
16.478,53.703,1
16.595,53.695,1
16.701,53.687,1
16.798,53.681,1
16.886,53.676,1
16.966,53.671,1
17.039,53.667,1
17.106,53.663,1
17.166,53.66,1
17.221,53.657,1
0,100,1
9.9873,54.677,1
5.9289,55.613,1
6.3752,55.465,1
6.8001,55.335,1
7.2025,55.223,1
7.5818,55.125,1
7.9376,55.041,1
8.27,54.967,1
8.5794,54.903,1
8.8664,54.848,1
9.1317,54.8,1
9.3763,54.758,1
9.6012,54.722,1
9.8073,54.691,1
9.9958,54.664,1
10.467,54.603,1
5.0366,55.849,1
5.515,55.673,1
5.9763,55.519,1
6.4181,55.384,1
6.8387,55.267,1
7.2371,55.165,1
7.6126,55.076,1
7.9649,54.998,1
8.2941,54.931,1
8.6006,54.872,1
8.885,54.821,1
9.148,54.777,1
9.3905,54.739,1
9.6135,54.706,1
9.818,54.677,1
10.005,54.652,1
10.473,54.596,1
0,100,1
3.1235,56.662,1
3.4927,56.473,1
3.8489,56.31,1
4.1893,56.17,1
4.5118,56.05,1
4.8154,55.947,1
5.363,55.783,1
5.8315,55.664,1
0.95517,58.28,1
1.2912,57.882,1
2.0254,57.232,1
2.4065,56.969,1
2.7878,56.741,1
3.1636,56.544,1
3.5297,56.374,1
3.8824,56.227,1
4.2194,56.101,1
4.5387,55.992,1
4.8391,55.898,1
5.12,55.818,1
5.3811,55.749,1
5.845,55.64,1
0,100,1
0.99618,58.193,1
1.2715,57.892,1
1.555,57.634,1
1.84,57.413,1
2.1211,57.225,1
2.394,57.066,1
2.6557,56.93,1
0.32301,59.076,1
0.52808,58.663,1
0.76605,58.304,1
1.0272,57.994,1
1.303,57.727,1
1.5857,57.497,1
1.869,57.301,1
2.148,57.132,1
2.6776,56.867,1
0,100,1
0.24309,59.387,1
0.39962,59.022,1
0.98491,58.216,1
0.12941,59.509,1
0.25757,59.136,1
0.4177,58.815,1
0.60102,58.539,1
0.79938,58.303,1
1.0057,58.103,1
1.2139,57.933,1
0,100,1
0.09491,59.903,1
0.10186,59.679,1
0.2011,59.393,1
0,100,1
0.069914,60.361,1
0.073591,60.185,1
0.078549,60.022,1
0,100,1
0.049861,61.028,1
0.051411,60.88,1
0.05336,60.743,1
0.055904,60.618,1
0.059371,60.502,1
0,100,1
0.036049,61.688,1
0.036741,61.566,1
0.037571,61.454,1
0.038596,61.351,1
0.039901,61.256,1
0.041627,61.169,1
0.044005,61.088,1
0,100,1
0.025794,62.46,1
0.026076,62.351,1
0.026394,62.253,1
